index,municipios,homicidio_doloso,total_vitimas_homicidio_doloso,latrocinio,furtos,abigeato,furto_veiculo,roubos,roubo_veiculo,estelionato,delitos_armas_municoes,entorpecente_posse,entorpecente_trafico,vitimas_latrocinio,vitimas_lesao_corporal_morte,total_vitimas_crimes_violentos,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,ç
3022,BARROS CASSAL,1,1,0,5,1,1,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,
3023,BENJAMIN CONSTANT DO SUL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3024,BENTO GONCALVES,1,1,0,92,0,10,18,0,111,8,23,16,0,0,1,,,,,,,,,,,,,,,,
3025,BOA VISTA DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3026,BOA VISTA DO BURICA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3027,BOA VISTA DO CADEADO,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3028,BOA VISTA DO INCRA,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3029,BOA VISTA DO SUL,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3030,BOM JESUS,1,1,0,13,2,0,0,0,5,0,5,1,0,0,1,,,,,,,,,,,,,,,,
3031,BOM PRINCIPIO,0,0,0,3,0,1,0,0,9,0,1,2,0,0,0,,,,,,,,,,,,,,,,
3032,BOM PROGRESSO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3033,BOM RETIRO DO SUL,0,0,0,4,1,2,2,0,7,1,7,0,0,0,0,,,,,,,,,,,,,,,,
3034,BOQUEIRAO DO LEAO,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3035,BOSSOROCA,1,1,0,3,2,0,0,0,4,2,2,1,0,0,1,,,,,,,,,,,,,,,,
3036,BOZANO,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3037,BRAGA,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3038,BROCHIER,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3039,BUTIA,0,0,0,17,3,0,3,0,9,5,5,2,0,0,0,,,,,,,,,,,,,,,,
3040,CACAPAVA DO SUL,1,1,0,27,1,2,2,1,22,4,12,5,0,0,1,,,,,,,,,,,,,,,,
3041,CACEQUI,0,0,0,13,6,0,0,0,5,1,0,2,0,0,0,,,,,,,,,,,,,,,,
3042,CACHOEIRA DO SUL,1,1,0,45,3,0,4,0,27,5,11,17,0,0,1,,,,,,,,,,,,,,,,
3043,CACHOEIRINHA,0,0,0,152,0,5,39,4,97,4,16,7,0,0,0,,,,,,,,,,,,,,,,
3044,CACIQUE DOBLE,0,0,0,3,1,1,0,0,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,
3045,CAIBATE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3046,CAICARA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3047,CAMAQUA,1,1,0,51,4,1,7,1,35,3,8,4,0,0,1,,,,,,,,,,,,,,,,
3048,CAMARGO,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3049,CAMBARA DO SUL,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3050,CAMPESTRE DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3051,CAMPINA DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3052,CAMPINAS DO SUL,0,0,0,1,0,0,0,0,5,1,4,0,0,0,0,,,,,,,,,,,,,,,,
3053,CAMPO BOM,0,0,0,51,0,9,9,1,35,2,9,3,0,0,0,,,,,,,,,,,,,,,,
3054,CAMPO NOVO,0,0,0,25,0,0,1,0,2,1,2,0,0,0,0,,,,,,,,,,,,,,,,
3055,CAMPOS BORGES,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3056,CANDELARIA,0,0,0,28,1,2,2,0,12,2,0,3,0,0,0,,,,,,,,,,,,,,,,
3057,CANDIDO GODOI,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3058,CANDIOTA,0,0,0,3,2,0,2,0,8,1,1,1,0,0,0,,,,,,,,,,,,,,,,
3059,CANELA,0,0,0,69,1,3,3,0,49,0,28,15,0,0,0,,,,,,,,,,,,,,,,
3060,CANGUCU,1,1,0,36,8,3,0,0,16,2,0,2,0,0,1,,,,,,,,,,,,,,,,
3061,CANOAS,5,5,0,374,0,58,148,27,311,13,68,43,0,0,5,,,,,,,,,,,,,,,,
3062,CANUDOS DO VALE,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3063,CAPAO BONITO DO SUL,0,0,0,7,6,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3064,CAPAO DA CANOA,1,1,0,62,0,3,11,1,44,2,5,4,0,0,1,,,,,,,,,,,,,,,,
3065,CAPAO DO CIPO,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3066,CAPAO DO LEAO,0,0,0,18,5,0,1,0,4,0,0,4,0,0,0,,,,,,,,,,,,,,,,
3067,CAPELA DE SANTANA,0,0,0,3,1,0,0,0,7,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3068,CAPITAO,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3069,CAPIVARI DO SUL,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3070,CARAA,0,0,0,2,0,1,0,1,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3071,CARAZINHO,1,1,0,56,0,5,5,2,47,6,20,9,0,0,1,,,,,,,,,,,,,,,,
3072,CARLOS BARBOSA,2,4,0,5,0,1,0,1,15,0,1,1,0,0,4,,,,,,,,,,,,,,,,
3073,CARLOS GOMES,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3074,CASCA,0,0,0,1,0,1,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3075,CASEIROS,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3076,CATUIPE,0,0,0,5,3,0,0,0,4,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3077,CAXIAS DO SUL,8,10,0,329,0,64,98,11,342,17,14,18,0,0,11,,,,,,,,,,,,,,,,
3078,CENTENARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3079,CERRITO,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3080,CERRO BRANCO,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3081,CERRO GRANDE,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3082,CERRO GRANDE DO SUL,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3083,CERRO LARGO,0,0,0,3,0,1,0,0,6,2,2,2,0,0,0,,,,,,,,,,,,,,,,
3084,CHAPADA,0,0,0,8,1,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3085,CHARQUEADAS,0,0,0,16,1,0,2,0,20,1,17,16,0,0,0,,,,,,,,,,,,,,,,
3086,CHARRUA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3087,CHIAPETTA,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3088,CHUI,0,0,0,17,2,0,1,0,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,
3089,CHUVISCA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3090,CIDREIRA,0,0,0,46,2,4,5,0,9,0,3,3,0,0,0,,,,,,,,,,,,,,,,
3091,CIRIACO,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3092,COLINAS,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3093,COLORADO,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3094,CONDOR,1,1,0,4,2,0,0,0,5,0,0,0,0,0,1,,,,,,,,,,,,,,,,
3095,CONSTANTINA,0,0,0,1,0,0,0,0,4,0,1,2,0,0,0,,,,,,,,,,,,,,,,
3096,COQUEIRO BAIXO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3097,COQUEIROS DO SUL,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3098,CORONEL BARROS,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3099,CORONEL BICACO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3100,CORONEL PILAR,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3101,COTIPORA,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3102,COXILHA,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3103,CRISSIUMAL,0,0,0,4,0,0,0,0,4,1,1,1,0,0,0,,,,,,,,,,,,,,,,
3104,CRISTAL,0,0,0,8,2,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3105,CRISTAL DO SUL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3106,CRUZ ALTA,1,1,0,54,1,2,8,0,49,6,12,12,0,0,1,,,,,,,,,,,,,,,,
3107,CRUZALTENSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3108,CRUZEIRO DO SUL,0,0,0,8,0,0,1,0,6,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3109,DAVID CANABARRO,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3110,DERRUBADAS,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3111,DEZESSEIS DE NOVEMBRO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3112,DILERMANDO DE AGUIAR,0,0,0,7,5,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3113,DOIS IRMAOS,0,0,0,17,1,1,0,0,24,1,3,2,0,0,0,,,,,,,,,,,,,,,,
3114,DOIS IRMAOS DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3115,DOIS LAJEADOS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3116,DOM FELICIANO,0,0,0,6,1,0,0,1,11,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3117,DOM PEDRITO,1,1,0,41,3,0,4,0,14,5,10,8,0,0,1,,,,,,,,,,,,,,,,
3118,DOM PEDRO DE ALCANTARA,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3119,DONA FRANCISCA,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3120,DOUTOR RICARDO,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3121,DR MAURICIO CARDOSO,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3122,ELDORADO DO SUL,0,0,0,30,2,2,6,0,33,2,17,4,0,0,0,,,,,,,,,,,,,,,,
3123,ENCANTADO,0,0,0,29,0,2,2,0,17,0,4,0,0,0,0,,,,,,,,,,,,,,,,
3124,ENCRUZILHADA DO SUL,0,0,0,8,1,2,2,0,9,5,2,0,0,0,0,,,,,,,,,,,,,,,,
3125,ENGENHO VELHO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3126,ENTRE IJUIS,1,1,0,3,0,0,0,0,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,
3127,ENTRE RIOS DO SUL,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3128,EREBANGO,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3129,ERECHIM,4,5,0,85,2,5,10,4,102,18,38,14,0,0,6,,,,,,,,,,,,,,,,
3130,ERNESTINA,1,1,0,1,0,0,0,0,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
3131,ERVAL GRANDE,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3132,ERVAL SECO,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3133,ESMERALDA,0,0,0,3,0,0,1,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3134,ESPERANCA DO SUL,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3135,ESPUMOSO,0,0,0,2,1,2,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3136,ESTACAO,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3137,ESTANCIA VELHA,0,0,0,30,0,1,3,0,19,1,6,2,0,0,0,,,,,,,,,,,,,,,,
3138,ESTEIO,1,1,0,103,0,11,18,0,76,2,5,11,0,0,1,,,,,,,,,,,,,,,,
3139,ESTRELA,1,1,0,10,0,1,3,0,25,1,11,6,0,0,1,,,,,,,,,,,,,,,,
3140,ESTRELA VELHA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3141,EUGENIO DE CASTRO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3142,FAGUNDES VARELA,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3143,FARROUPILHA,2,2,0,37,0,3,6,0,66,2,2,6,0,0,2,,,,,,,,,,,,,,,,
3144,FAXINAL DO SOTURNO,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3145,FAXINALZINHO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3146,FAZENDA VILA NOVA,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3147,FELIZ,0,0,0,2,0,2,0,0,7,0,4,4,0,0,0,,,,,,,,,,,,,,,,
3148,FLORES DA CUNHA,0,0,0,15,0,3,0,0,17,0,0,2,0,0,0,,,,,,,,,,,,,,,,
3149,FLORIANO PEIXOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3150,FONTOURA XAVIER,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3151,FORMIGUEIRO,0,0,0,8,2,0,1,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3152,FORQUETINHA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3153,FORTALEZA DOS VALOS,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3154,FREDERICO WESTPHALEN,2,2,0,15,0,4,0,0,26,1,11,8,0,0,2,,,,,,,,,,,,,,,,
3155,GARIBALDI,1,1,0,7,0,1,2,0,21,2,3,1,0,0,1,,,,,,,,,,,,,,,,
3156,GARRUCHOS,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3157,GAURAMA,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3158,GENERAL CAMARA,0,0,0,8,4,0,0,0,3,0,2,0,0,0,0,,,,,,,,,,,,,,,,
3159,GENTIL,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,
3160,GETULIO VARGAS,0,0,0,15,0,0,0,0,13,0,3,2,0,0,0,,,,,,,,,,,,,,,,
3161,GIRUA,1,1,0,14,1,2,1,0,1,2,1,3,0,0,1,,,,,,,,,,,,,,,,
3162,GLORINHA,0,0,0,8,0,0,1,0,3,1,1,1,0,0,0,,,,,,,,,,,,,,,,
3163,GRAMADO,0,0,0,42,0,1,4,0,55,3,24,7,0,0,0,,,,,,,,,,,,,,,,
3164,GRAMADO DOS LOUREIROS,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3165,GRAMADO XAVIER,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3166,GRAVATAI,2,2,0,222,1,5,86,9,197,11,17,20,0,0,2,,,,,,,,,,,,,,,,
3167,GUABIJU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3168,GUAIBA,0,0,0,44,1,0,29,0,30,5,16,13,0,0,1,,,,,,,,,,,,,,,,
3169,GUAPORE,0,0,0,3,0,1,0,0,26,5,3,3,0,0,2,,,,,,,,,,,,,,,,
3170,GUARANI DAS MISSOES,0,0,0,4,0,0,0,0,4,2,0,0,0,0,0,,,,,,,,,,,,,,,,
3171,HARMONIA,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,,,,,,,,,,,,,,,,
3172,HERVAL,0,0,0,5,4,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3173,HERVEIRAS,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3174,HORIZONTINA,0,0,0,18,0,0,1,0,10,0,5,0,0,0,0,,,,,,,,,,,,,,,,
3175,HULHA NEGRA,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3176,HUMAITA,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,,,,,,,,,,,,,,,,
3177,IBARAMA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3178,IBIACA,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3179,IBIRAIARAS,0,0,0,4,1,0,0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3180,IBIRAPUITA,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,
3181,IBIRUBA,0,0,0,12,0,1,0,0,10,1,3,2,0,0,0,,,,,,,,,,,,,,,,
3182,IGREJINHA,0,0,0,27,0,1,1,1,10,1,6,0,0,0,0,,,,,,,,,,,,,,,,
3183,IJUI,2,2,0,68,1,7,4,0,47,4,11,14,0,0,2,,,,,,,,,,,,,,,,
3184,ILOPOLIS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3185,IMBE,0,0,0,49,2,1,5,1,30,2,7,4,0,0,0,,,,,,,,,,,,,,,,
3186,IMIGRANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3187,INDEPENDENCIA,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3188,INHACORA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3189,IPE,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3190,IPIRANGA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3191,IRAI,0,0,0,10,0,1,0,0,4,1,1,5,0,0,0,,,,,,,,,,,,,,,,
3192,ITAARA,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3193,ITACURUBI,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3194,ITAPUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3195,ITAQUI,1,1,0,35,3,0,4,0,11,4,2,4,0,0,1,,,,,,,,,,,,,,,,
3196,ITATI,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3197,ITATIBA DO SUL,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3198,IVORA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3199,IVOTI,0,0,0,10,0,2,2,0,21,0,7,5,0,0,0,,,,,,,,,,,,,,,,
3200,JABOTICABA,0,0,0,1,0,1,0,0,4,2,1,0,0,0,0,,,,,,,,,,,,,,,,
3201,JACUIZINHO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3202,JACUTINGA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3203,JAGUARAO,0,0,0,40,1,1,1,0,6,1,3,2,0,0,0,,,,,,,,,,,,,,,,
3204,JAGUARI,0,0,0,5,0,0,0,0,7,0,2,2,0,0,0,,,,,,,,,,,,,,,,
3205,JAQUIRANA,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3206,JARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3207,JOIA,0,0,0,4,3,0,0,0,4,2,0,0,0,0,0,,,,,,,,,,,,,,,,
3208,JULIO DE CASTILHOS,0,0,0,14,1,0,0,0,4,0,2,0,0,0,0,,,,,,,,,,,,,,,,
3209,LAGOA BONITA DO SUL,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3210,LAGOA DOS TRES CANTOS,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3211,LAGOA VERMELHA,1,1,0,33,1,0,2,1,20,1,7,5,0,0,2,,,,,,,,,,,,,,,,
3212,LAGOAO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3213,LAJEADO,0,0,0,128,1,7,8,0,83,2,15,20,0,0,0,,,,,,,,,,,,,,,,
3214,LAJEADO DO BUGRE,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3215,LAVRAS DO SUL,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,
3216,LIBERATO SALZANO,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,
3217,LINDOLFO COLLOR,0,0,0,1,0,0,0,0,5,1,0,2,0,0,0,,,,,,,,,,,,,,,,
3218,LINHA NOVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3219,MACAMBARA,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3220,MACHADINHO,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3221,MAMPITUBA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3222,MANOEL VIANA,0,0,0,5,3,0,0,0,7,0,1,0,0,0,0,,,,,,,,,,,,,,,,
3223,MAQUINE,0,0,0,5,2,0,2,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3224,MARATA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3225,MARAU,0,0,0,28,0,5,3,0,43,4,8,2,0,0,0,,,,,,,,,,,,,,,,
3226,MARCELINO RAMOS,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3227,MARIANA PIMENTEL,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,
3228,MARIANO MORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3229,MARQUES DE SOUZA,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3230,MATA,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3231,MATO CASTELHANO,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3232,MATO LEITAO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3233,MATO QUEIMADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3234,MAXIMILIANO DE ALMEIDA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3235,MINAS DO LEAO,0,0,0,2,0,1,0,0,5,0,0,1,0,0,0,,,,,,,,,,,,,,,,
3236,MIRAGUAI,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3237,MONTAURI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3238,MONTE ALEGRE DOS CAMPOS,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3239,MONTE BELO DO SUL,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3240,MONTENEGRO,0,0,0,45,0,3,5,0,51,3,17,15,0,0,0,,,,,,,,,,,,,,,,
3241,MORMACO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3242,MORRINHOS DO SUL,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3243,MORRO REDONDO,0,0,0,9,1,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3244,MORRO REUTER,0,0,0,5,0,0,0,0,4,0,1,1,0,0,0,,,,,,,,,,,,,,,,
3245,MOSTARDAS,1,1,0,11,0,2,0,0,10,0,1,2,0,0,1,,,,,,,,,,,,,,,,
3246,MUCUM,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,,,,,,,,,,,,,,,,
3247,MUITOS CAPOES,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3248,MULITERNO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3249,NAO-ME-TOQUE,1,1,0,11,1,0,2,0,13,0,1,1,0,0,1,,,,,,,,,,,,,,,,
3250,NICOLAU VERGUEIRO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3251,NONOAI,0,0,0,4,1,0,0,0,7,1,3,1,0,0,0,,,,,,,,,,,,,,,,
3252,NOVA ALVORADA,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
3253,NOVA ARACA,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,,,,,,,,,,,,,,,,
3254,NOVA BASSANO,0,0,0,2,0,2,0,1,5,1,0,0,0,0,0,,,,,,,,,,,,,,,,
3255,NOVA BOA VISTA,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
