municipios;ibge;taxa_homicidio_doloso;taxa_total_vitimas_homicidio_doloso;taxa_latrocinio;taxa_furtos;taxa_abigeato;taxa_furto_veiculo;taxa_roubos;taxa_roubo_veiculo;taxa_estelionato;taxa_delitos_armas_municoes;taxa_entorpecente_posse;taxa_entorpecente_trafico;taxa_vitimas_latrocinio;taxa_vitimas_lesao_corporal_morte;taxa_total_vitimas_crimes_violentos
morro reuter;4312476;0.0;0.0;0.0;542.6590292432921;0.0;15.073861923424781;60.295447693699124;0.0;663.2499246306903;0.0;60.295447693699124;30.147723846849562;0.0;0.0;0.0
mostardas;4312500;7.947862025115244;7.947862025115244;0.0;858.3690987124463;111.27006835161342;23.84358607534573;23.84358607534573;7.947862025115244;611.9853759338738;15.895724050230488;135.11365442695913;135.11365442695913;0.0;0.0;7.947862025115244
mucum;4312609;0.0;0.0;0.0;947.0429068419018;0.0;57.98221878623889;19.327406262079627;0.0;483.1851565519907;77.30962504831851;173.94665635871667;154.61925009663702;0.0;0.0;0.0
muitos capoes;4312617;0.0;0.0;0.0;666.2225183211193;166.55562958027983;99.93337774816789;33.311125916055964;0.0;333.11125916055965;66.62225183211193;0.0;33.311125916055964;0.0;0.0;0.0
muliterno;4312625;0.0;0.0;0.0;702.8112449799197;50.2008032128514;50.2008032128514;0.0;0.0;301.20481927710847;100.4016064257028;50.2008032128514;100.4016064257028;0.0;0.0;0.0
nao-me-toque;4312658;10.60108131029365;10.60108131029365;0.0;646.6659599279127;5.300540655146825;15.901621965440475;53.00540655146825;0.0;964.6983992367221;63.6064878617619;153.71567899925793;127.2129757235238;0.0;0.0;10.60108131029365
nicolau vergueiro;4312674;0.0;0.0;0.0;757.193336698637;201.91822311963654;0.0;50.479555779909134;0.0;403.8364462392731;0.0;50.479555779909134;0.0;0.0;0.0;0.0
nonoai;4312708;7.844983133286264;7.844983133286264;0.0;541.3038361967522;39.224915666431315;31.379932533145055;39.224915666431315;0.0;635.4436337961873;109.8297638660077;164.74464579901152;133.36471326586647;0.0;0.0;15.689966266572528
nova alvorada;4312757;0.0;0.0;0.0;512.9666571672842;28.498147620404676;28.498147620404676;398.97406668566543;0.0;541.4648047876889;85.49444286121403;0.0;28.498147620404676;0.0;0.0;0.0
nova araca;4312807;0.0;0.0;0.0;482.573726541555;0.0;53.61930294906167;53.61930294906167;0.0;536.1930294906166;71.49240393208221;375.33512064343165;142.98480786416442;0.0;0.0;0.0
nova bassano;4312906;0.0;0.0;0.0;462.5645438898451;32.271944922547334;86.05851979345955;21.514629948364888;10.757314974182444;473.32185886402755;139.84509466437177;182.87435456110154;172.1170395869191;0.0;0.0;0.0
nova boa vista;4312955;0.0;0.0;0.0;472.8132387706856;0.0;47.28132387706856;0.0;0.0;661.9385342789598;47.28132387706856;0.0;0.0;0.0;0.0;0.0
nova brescia;4313003;0.0;0.0;0.0;123.68583797155226;0.0;30.921459492888065;0.0;0.0;463.821892393321;0.0;30.921459492888065;30.921459492888065;0.0;0.0;0.0
nova candelaria;4313011;0.0;0.0;0.0;63.69426751592356;0.0;31.84713375796178;0.0;0.0;350.31847133757964;63.69426751592356;0.0;0.0;0.0;0.0;0.0
nova esperanca do sul;4313037;0.0;0.0;0.0;355.9422582558829;19.77456990310461;0.0;0.0;0.0;395.4913980620921;0.0;0.0;59.323709709313825;0.0;0.0;0.0
nova hartz;4313060;4.784917938657352;4.784917938657352;0.0;488.06162974304993;4.784917938657352;57.41901526388823;52.634097325230876;4.784917938657352;732.0924446145748;43.06426144791617;272.7403225034691;81.34360495717499;0.0;0.0;4.784917938657352
nova padua;4313086;0.0;0.0;0.0;451.6371847948814;0.0;0.0;37.63643206624012;0.0;752.7286413248024;0.0;0.0;0.0;0.0;0.0;0.0
nova palma;4313102;0.0;0.0;0.0;661.9228859837829;264.76915439351313;0.0;33.09614429918914;0.0;512.9902366374317;49.644216448783716;16.54807214959457;16.54807214959457;0.0;0.0;0.0
nova petropolis;4313201;4.2839395107741085;4.2839395107741085;0.0;428.39395107741075;4.2839395107741085;17.135758043096434;4.2839395107741085;0.0;578.3318339545045;47.12333461851519;239.90061260335005;38.55545559696697;0.0;0.0;4.2839395107741085
nova prata;4313300;11.002714002787354;11.002714002787354;0.0;451.1112741142815;11.002714002787354;58.681141348199226;29.340570674099613;3.6675713342624516;759.1872661923275;69.68385535098658;242.0597080613218;289.73813540673365;0.0;0.0;22.005428005574707
nova ramada;4313334;0.0;0.0;0.0;291.90992493744784;41.70141784820684;41.70141784820684;0.0;0.0;250.20850708924104;125.10425354462052;41.70141784820684;0.0;0.0;0.0;41.70141784820684
nova roma do sul;4313359;0.0;0.0;0.0;306.5917220235054;51.0986203372509;0.0;25.54931016862545;0.0;587.6341338783852;0.0;332.1410321921308;0.0;0.0;0.0;0.0
nova santa rita;4313375;17.134436791062676;17.134436791062676;0.0;980.0897844487853;47.976423014975495;75.39152188067578;106.23350810458861;30.84198622391282;1165.141701792262;89.09907131352593;167.91748055241425;34.26887358212535;0.0;0.0;20.561324149275215
novo barreiro;4313490;0.0;0.0;0.0;256.52985074626866;69.96268656716417;116.60447761194028;23.32089552238806;23.32089552238806;186.56716417910448;139.92537313432834;0.0;23.32089552238806;0.0;0.0;0.0
novo cabrais;4313391;0.0;0.0;0.0;576.4411027568923;25.06265664160401;25.06265664160401;0.0;0.0;200.5012531328321;125.31328320802004;125.31328320802004;50.12531328320802;0.0;0.0;0.0
novo hamburgo;4313409;9.83516267359062;10.228569180534246;0.3934065069436249;1162.909634525355;4.327471576379874;108.58019591644046;291.9076281521696;63.3384476179236;848.9712419843424;47.60218734017861;118.02195208308744;100.31865927062434;0.3934065069436249;0.7868130138872498;13.76922774302687
novo machado;4313425;27.909572983533355;27.909572983533355;0.0;418.6435947530003;27.909572983533355;27.909572983533355;27.909572983533355;0.0;139.54786491766677;111.63829193413342;0.0;0.0;0.0;0.0;27.909572983533355
novo tiradentes;4313441;0.0;0.0;0.0;369.9136868064118;82.20304151253596;41.10152075626798;41.10152075626798;0.0;493.2182490752158;41.10152075626798;41.10152075626798;41.10152075626798;0.0;0.0;0.0
novo xingu;4313466;0.0;0.0;0.0;261.91723415400736;0.0;0.0;0.0;0.0;261.91723415400736;0.0;52.38344683080147;0.0;0.0;0.0;0.0
osorio;4313508;14.849069811841073;16.97036549924694;0.0;1139.1357841369509;48.78980081033495;57.27498355995842;82.73053180882883;36.06202668589975;963.0682420822639;57.27498355995842;205.76568167836916;371.2267452960268;0.0;0.0;16.97036549924694
paim filho;4313607;0.0;0.0;0.0;1167.8090886011678;304.64584920030467;0.0;101.54861640010157;0.0;330.03300330033005;25.38715410002539;25.38715410002539;25.38715410002539;0.0;0.0;0.0
palmares do sul;4313656;8.104384471999351;8.104384471999351;0.0;1410.1628981278873;129.67015155198962;32.417537887997405;129.67015155198962;0.0;656.4551422319474;81.04384471999352;89.14822919199287;113.46138260799091;0.0;0.0;8.104384471999351
palmeira das missoes;4313706;19.823850924641047;19.823850924641047;0.0;923.2250573475688;45.31165925632239;65.13551018096344;59.47155277392314;19.823850924641047;461.6125286737844;104.78321203024554;152.92684999008807;45.31165925632239;0.0;0.0;22.655829628161197
palmitinho;4313805;26.360880453407145;26.360880453407145;0.0;448.1349677079215;65.90220113351785;39.541320680110715;26.360880453407145;0.0;263.6088045340714;65.90220113351785;197.70660340055358;26.360880453407145;0.0;0.0;39.541320680110715
panambi;4313904;8.955758552749417;8.955758552749417;0.0;591.0800644814616;13.433637829124129;47.017732401934445;38.06197384918502;6.716818914562064;803.7793301092602;42.53985312555974;212.69926562779867;58.21243059287122;0.0;0.0;8.955758552749417
pantano grande;4313953;0.0;0.0;0.0;680.2040612183655;70.02100630189057;40.01200360108032;10.00300090027008;20.00600180054016;640.1920576172852;30.009002700810242;70.02100630189057;100.03000900270082;0.0;20.00600180054016;20.00600180054016
parai;4314001;0.0;0.0;0.0;483.0917874396135;13.05653479566523;39.16960438699569;13.05653479566523;0.0;822.5616921269095;52.22613918266092;65.28267397832616;39.16960438699569;0.0;0.0;0.0
paraiso do sul;4314027;0.0;0.0;0.0;411.2496683470417;0.0;26.53223666755107;13.266118333775536;0.0;198.99177500663305;0.0;13.266118333775536;53.06447333510214;0.0;0.0;0.0
pareci novo;4314035;21.795989537925024;21.795989537925024;0.0;523.1037489102006;0.0;0.0;0.0;0.0;632.0836965998257;0.0;21.795989537925024;43.59197907585005;0.0;0.0;21.795989537925024
parobe;4314050;1.7455357922114192;1.7455357922114192;0.0;574.281275637557;13.964286337691354;85.53125381835954;101.2410759482623;22.691965298748453;614.4285988584196;41.89285901307406;394.4910890397808;85.53125381835954;0.0;0.0;5.236607376634257
passa sete;4314068;21.49151085321298;21.49151085321298;0.0;515.7962604771116;193.42359767891682;21.49151085321298;42.98302170642596;0.0;279.38964109176874;42.98302170642596;0.0;0.0;0.0;0.0;42.98302170642596
passo do sobrado;4314076;15.172204521316946;15.172204521316946;0.0;940.6766803216508;227.5830678197542;45.51661356395084;91.03322712790168;0.0;227.5830678197542;91.03322712790168;121.37763617053557;30.34440904263389;0.0;0.0;15.172204521316946
passo fundo;4314100;21.869458350567417;22.820304365809477;0.47542300762103085;1152.4253704733787;3.8033840609682468;198.72681718559087;223.92423658950548;14.738113236251955;871.9257959769706;70.36260512791256;157.36501552256118;124.08540498908904;0.47542300762103085;0.47542300762103085;25.197419403914633
paulo bento;4314134;0.0;0.0;0.0;757.238307349666;89.086859688196;44.543429844098;44.543429844098;0.0;222.71714922048997;133.63028953229397;44.543429844098;44.543429844098;0.0;0.0;0.0
paverama;4314159;10.74922068150059;10.74922068150059;0.0;279.47973771901536;21.49844136300118;42.99688272600236;64.49532408900355;0.0;483.7149306675266;21.49844136300118;236.48285499301298;75.24454477050413;0.0;0.0;10.74922068150059
pedras altas;4314175;0.0;0.0;0.0;1272.9124236252546;865.5804480651732;0.0;50.91649694501018;0.0;305.4989816700611;0.0;0.0;50.91649694501018;0.0;0.0;0.0
pedro osorio;4314209;12.626262626262626;12.626262626262626;0.0;580.8080808080808;75.75757575757575;50.505050505050505;75.75757575757575;0.0;467.17171717171715;50.505050505050505;88.3838383838384;50.505050505050505;0.0;0.0;12.626262626262626
pejucara;4314308;0.0;0.0;0.0;1392.6215489860738;48.86391399951136;24.43195699975568;97.72782799902272;0.0;586.3669679941363;97.72782799902272;73.29587099926704;122.15978499877839;0.0;0.0;0.0
pelotas;4314407;6.4285943878371;6.4285943878371;0.5844176716215546;985.03598551813;18.409156656078967;56.39630531148001;341.2999202269878;14.02602411891731;593.1839366958778;33.31180728242861;47.63004023715669;107.24064274255525;0.5844176716215546;0.5844176716215546;10.227309253377204
picada cafe;4314423;0.0;0.0;0.0;697.0418225093506;0.0;17.001020061203672;17.001020061203672;0.0;493.0295817749065;34.002040122407344;153.00918055083307;34.002040122407344;0.0;0.0;34.002040122407344
pinhal;4314456;34.01360544217687;34.01360544217687;0.0;578.2312925170068;102.04081632653062;102.04081632653062;34.01360544217687;0.0;510.204081632653;102.04081632653062;34.01360544217687;34.01360544217687;0.0;0.0;34.01360544217687
pinhal da serra;4314464;0.0;0.0;0.0;925.497454881999;323.9241092086997;46.27487274409995;46.27487274409995;0.0;416.47385469689954;92.5497454881999;231.37436372049976;46.27487274409995;0.0;0.0;0.0
pinhal grande;4314472;0.0;0.0;0.0;896.0573476702508;128.00819252432154;25.60163850486431;0.0;0.0;435.22785458269334;153.60983102918587;0.0;0.0;0.0;0.0;0.0
pinheirinho do vale;4314498;20.576131687242796;20.576131687242796;0.0;267.4897119341564;0.0;41.15226337448559;0.0;0.0;185.1851851851852;0.0;0.0;144.0329218106996;0.0;0.0;20.576131687242796
pinheiro machado;4314506;17.574692442882252;17.574692442882252;0.0;957.8207381370826;228.47100175746922;17.574692442882252;8.787346221441126;0.0;711.7750439367311;35.149384885764505;35.149384885764505;17.574692442882252;0.0;0.0;17.574692442882252
pinto bandeira;4314548;0.0;0.0;0.0;488.5496183206107;0.0;0.0;30.53435114503817;0.0;0.0;91.6030534351145;61.06870229007634;0.0;0.0;0.0;0.0
pirapo;4314555;0.0;0.0;0.0;439.29712460063894;239.61661341853033;39.936102236421725;0.0;0.0;439.29712460063894;239.61661341853033;0.0;0.0;0.0;0.0;0.0
piratini;4314605;21.869874248223073;27.33734281027884;0.0;1082.5587752870422;191.3613996719519;38.272279934390376;32.80481137233461;5.467468562055768;595.9540732640787;54.67468562055768;65.60962274466922;21.869874248223073;0.0;0.0;27.33734281027884
planalto;4314704;47.1342383107089;47.1342383107089;0.0;848.4162895927601;18.85369532428356;56.561085972850684;18.85369532428356;0.0;424.20814479638005;131.97586726998492;235.67119155354447;37.70739064856712;0.0;0.0;47.1342383107089
poco das antas;4314753;0.0;0.0;0.0;345.8711629917855;0.0;43.23389537397319;0.0;0.0;518.8067444876783;0.0;0.0;0.0;0.0;0.0;0.0
pontao;4314779;0.0;0.0;0.0;608.6266207991532;26.46202699126753;0.0;0.0;26.46202699126753;688.0127017729558;79.38608097380259;79.38608097380259;26.46202699126753;0.0;0.0;0.0
ponte preta;4314787;0.0;0.0;0.0;387.5968992248062;0.0;0.0;0.0;0.0;55.370985603543744;55.370985603543744;0.0;0.0;0.0;0.0;0.0
portao;4314803;8.211304228821678;8.211304228821678;0.0;988.0936088682085;46.53072396332284;52.0049267825373;131.38086766114685;57.479129601751744;999.0420145066375;30.108115505679486;161.48898316682633;46.53072396332284;0.0;0.0;16.422608457643356
porto alegre;4314902;16.196977394833855;18.06585940193007;0.4845249648027222;2021.645806713301;2.0073177113255634;113.1019703553783;1024.7010827056429;96.48968584785639;1172.4119791183584;49.421546409877664;164.8077058850402;219.76668046409185;0.4845249648027222;0.1384357042293492;22.70345549361327
porto lucena;4315008;0.0;0.0;0.0;259.9480103979204;0.0;39.992001599680066;19.996000799840033;0.0;139.97200559888023;159.96800639872026;0.0;39.992001599680066;0.0;0.0;0.0
porto maua;4315057;0.0;0.0;0.0;643.3453960595094;120.62726176115801;120.62726176115801;0.0;0.0;201.0454362685967;120.62726176115801;201.0454362685967;40.20908725371934;0.0;0.0;0.0
porto vera cruz;4315073;0.0;0.0;0.0;497.51243781094524;62.189054726368155;62.189054726368155;0.0;0.0;373.13432835820896;0.0;0.0;0.0;0.0;0.0;0.0
porto xavier;4315107;0.0;0.0;0.0;389.0312173830534;104.37422905398995;28.465698832906348;9.48856627763545;0.0;360.5655185501471;113.86279533162539;123.35136160926085;56.931397665812696;0.0;0.0;0.0
pouso novo;4315131;0.0;0.0;0.0;614.8686416992733;0.0;111.79429849077697;55.89714924538848;0.0;503.0743432084964;0.0;167.69144773616546;0.0;0.0;0.0;0.0
presidente lucena;4315149;0.0;0.0;0.0;413.4860050890585;0.0;63.61323155216285;0.0;0.0;477.0992366412214;0.0;95.41984732824427;0.0;0.0;0.0;0.0
progresso;4315156;0.0;0.0;0.0;671.4876033057851;103.30578512396694;51.65289256198347;34.43526170798898;0.0;241.04683195592287;206.61157024793388;68.87052341597796;0.0;0.0;0.0;0.0
protasio alves;4315172;0.0;0.0;0.0;96.06147934678194;48.03073967339097;48.03073967339097;0.0;0.0;240.15369836695487;192.12295869356387;48.03073967339097;96.06147934678194;0.0;0.0;0.0
putinga;4315206;0.0;0.0;0.0;223.43594836146974;24.826216484607745;0.0;0.0;0.0;124.13108242303873;74.47864945382324;173.7835153922542;0.0;0.0;0.0;0.0
quarai;4315305;4.354073235511821;4.354073235511821;0.0;875.1687203378762;152.39256324291375;30.478512648582747;82.72739147472461;8.708146471023642;452.8236164932294;60.957025297165494;182.8710758914965;69.66517176818914;0.0;0.0;4.354073235511821
quatro irmaos;4315313;0.0;0.0;0.0;419.9160167966407;59.98800239952009;59.98800239952009;0.0;0.0;239.95200959808037;0.0;119.97600479904018;0.0;0.0;0.0;0.0
quevedos;4315321;0.0;0.0;0.0;955.5310547592796;514.5167217934583;0.0;110.25358324145535;0.0;441.0143329658214;110.25358324145535;36.75119441381845;0.0;0.0;0.0;0.0
quinze de novembro;4315354;0.0;0.0;0.0;441.7577307602883;46.500813764240874;0.0;46.500813764240874;0.0;116.25203441060219;93.00162752848175;0.0;23.250406882120437;0.0;0.0;0.0
redentora;4315404;26.95659987420253;26.95659987420253;0.0;368.4068649474346;44.92766645700423;35.94213316560337;8.985533291400843;17.971066582801686;206.66726570221942;143.7685326624135;17.971066582801686;17.971066582801686;0.0;8.985533291400843;35.94213316560337
relvado;4315453;0.0;0.0;0.0;447.6275738585497;44.76275738585497;0.0;44.76275738585497;0.0;268.5765443151298;44.76275738585497;0.0;0.0;0.0;0.0;0.0
restinga seca;4315503;12.844390212574659;12.844390212574659;0.0;770.6634127544795;89.9107314880226;12.844390212574659;44.9553657440113;0.0;526.619998715561;38.53317063772397;70.64414616916062;89.9107314880226;0.0;0.0;19.266585318861985
rio dos indios;4315552;0.0;0.0;0.0;349.65034965034965;95.35918626827717;63.57279084551812;31.78639542275906;0.0;381.4367450731087;190.71837253655434;0.0;31.78639542275906;0.0;0.0;0.0
rio grande;4315602;16.80857909877201;16.80857909877201;0.4802451171077718;1159.791957815269;37.4591191344062;38.89985448572952;388.03805462307963;6.243186522401033;540.756001863351;76.35897362013571;136.3896132586072;207.46589059055742;0.4802451171077718;0.4802451171077718;22.571520504065276
rio pardo;4315701;18.384766907419564;23.637557452396585;0.0;995.403808273145;89.29743926460932;55.154300722258704;65.65988181221273;5.252790544977019;414.9704530531845;60.40709126723572;236.37557452396587;131.31976362442546;0.0;0.0;23.637557452396585
riozinho;4315750;0.0;0.0;0.0;542.8636055191133;22.619316896629723;45.238633793259446;0.0;0.0;565.482922415743;22.619316896629723;45.238633793259446;22.619316896629723;0.0;0.0;0.0
roca sales;4315800;7.838219156607619;7.838219156607619;0.0;532.9989026493181;15.676438313215238;15.676438313215238;31.352876626430476;15.676438313215238;650.5721899984323;23.514657469822854;109.73506819250665;54.86753409625332;0.0;0.0;7.838219156607619
rodeio bonito;4315909;0.0;0.0;0.0;500.73637702503686;132.5478645066274;44.18262150220913;14.727540500736376;0.0;441.8262150220913;58.910162002945505;265.0957290132548;44.18262150220913;0.0;0.0;0.0
rolador;4315958;39.20031360250882;39.20031360250882;0.0;509.6040768326146;196.0015680125441;0.0;78.40062720501764;0.0;392.0031360250882;196.0015680125441;0.0;0.0;0.0;0.0;39.20031360250882
rolante;4316006;18.09299800977022;22.616247512212773;0.0;438.7552017369278;27.139497014655326;31.662746517097883;85.94174054640854;27.139497014655326;1081.0566310837705;18.09299800977022;212.59272661480009;131.1742355708341;0.0;0.0;22.616247512212773
ronda alta;4316105;19.308746862328636;19.308746862328636;0.0;444.1011778335586;19.308746862328636;48.27186715582159;28.963120293492953;0.0;424.7924309712299;48.27186715582159;67.58061401815021;144.81560146746477;0.0;0.0;28.963120293492953
rondinha;4316204;35.97769382982551;35.97769382982551;0.0;269.83270372369134;53.96654074473826;35.97769382982551;0.0;0.0;179.88846914912753;89.94423457456377;107.93308148947652;35.97769382982551;0.0;0.0;35.97769382982551
roque gonzales;4316303;14.545454545454545;14.545454545454545;0.0;334.54545454545456;87.27272727272728;14.545454545454545;14.545454545454545;0.0;305.4545454545455;0.0;58.18181818181818;116.36363636363636;0.0;0.0;14.545454545454545
rosario do sul;4316402;20.598913407317763;20.598913407317763;0.0;821.3816721167959;105.56943121250355;33.47323428689137;87.5453819811005;2.5748641759147204;507.24824265519993;72.09619692561218;92.69511033292994;234.31264000823955;0.0;0.0;20.598913407317763
sagrada familia;4316428;0.0;0.0;0.0;377.5009437523594;113.25028312570782;37.75009437523594;0.0;0.0;264.25066062665155;75.50018875047188;0.0;37.75009437523594;0.0;0.0;0.0
saldanha marinho;4316436;34.223134839151264;34.223134839151264;0.0;273.7850787132101;0.0;0.0;136.89253935660506;34.223134839151264;787.132101300479;171.11567419575633;68.44626967830253;0.0;0.0;0.0;34.223134839151264
salto do jacui;4316451;8.910273545397844;8.910273545397844;0.0;1363.27185244587;71.28218836318275;44.55136772698921;53.46164127238706;0.0;721.7321571772253;142.5643767263655;151.47465027176332;133.65410318096767;0.0;0.0;8.910273545397844
salvador das missoes;4316477;0.0;0.0;0.0;33.467202141900934;0.0;0.0;33.467202141900934;0.0;334.67202141900935;0.0;0.0;0.0;0.0;0.0;0.0
salvador do sul;4316501;0.0;0.0;0.0;368.2756806523741;0.0;26.305405760883865;65.76351440220965;13.152702880441932;815.4675785873998;92.06892016309352;341.9702748914902;131.5270288044193;0.0;0.0;0.0
sananduva;4316600;11.775788977861517;11.775788977861517;0.0;353.2736693358455;11.775788977861517;52.99105040037683;11.775788977861517;11.775788977861517;441.59208666980686;23.551577955723033;105.98210080075366;35.32736693358455;0.0;0.0;17.663683466792275
santa barbara do sul;4316709;11.863803535413453;11.863803535413453;0.0;771.1472298018745;59.31901767706727;11.863803535413453;35.591410606240366;23.727607070826906;1044.014711116384;35.591410606240366;237.2760707082691;130.501838889548;0.0;0.0;11.863803535413453
santa cecilia do sul;4316733;0.0;0.0;0.0;977.57331799885;115.00862564692352;115.00862564692352;0.0;57.50431282346176;345.02587694077056;115.00862564692352;0.0;57.50431282346176;0.0;0.0;0.0
santa clara do sul;4316758;14.17233560090703;14.17233560090703;0.0;552.7210884353741;28.34467120181406;14.17233560090703;14.17233560090703;0.0;538.5487528344671;14.17233560090703;14.17233560090703;28.34467120181406;0.0;0.0;14.17233560090703
santa cruz do sul;4316808;8.230391093220401;8.978608465331348;0.0;992.136235419114;6.733956348998511;85.2967804206478;87.54143253698064;3.7410868605547285;867.932151648697;45.64125969876768;82.30391093220403;148.8952570500782;0.0;0.0;9.726825837442293
santa margarida do sul;4316972;0.0;0.0;0.0;767.4597083653108;230.23791250959326;38.37298541826554;38.37298541826554;0.0;345.35686876438984;76.74597083653109;76.74597083653109;0.0;0.0;0.0;0.0
santa maria;4316907;17.699553617257774;19.115517906638395;0.0;1425.168057261596;29.735250076993058;65.84233945619891;220.1824469986867;6.725830374557954;1020.5562615710833;82.47991985642122;253.81159887147646;181.24342904071958;0.0;0.3539910723451554;19.823500051328708
santa maria do herval;4316956;0.0;0.0;0.0;300.0300030003;0.0;0.0;0.0;0.0;150.01500150015;0.0;60.00600060006001;0.0;0.0;0.0;0.0
santa rosa;4317202;16.303189154616938;17.55728062804901;0.0;852.7822019338091;10.032731787456576;40.130927149826306;45.1472930435546;0.0;536.7511506289269;48.909567463850806;174.31871480705803;230.75283111150128;0.0;0.0;21.319555048345226
santa tereza;4317251;0.0;0.0;0.0;743.2818753573471;114.35105774728416;0.0;0.0;0.0;400.2287021154946;0.0;57.17552887364208;57.17552887364208;0.0;0.0;0.0
santa vitoria do palmar;4317301;45.568466621098196;48.82335709403378;3.254890472935586;1982.2282980177717;182.27386648439278;35.80379520229145;104.15649513393875;6.509780945871172;439.4102138463041;74.86248087751846;81.37226182338964;117.17605702568109;3.254890472935586;0.0;61.84291898577613
santana da boa vista;4317004;38.368077759304256;38.368077759304256;0.0;869.6764292108965;140.6829517841156;25.57871850620284;25.57871850620284;0.0;345.3126998337383;63.9467962655071;25.57871850620284;51.15743701240568;0.0;0.0;38.368077759304256
santana do livramento;4317103;20.457480405569548;20.457480405569548;0.0;1375.765557274552;207.1319891063917;61.372441216708644;158.545473143164;7.6715551520885805;733.9121095498076;85.66569919832249;161.10265819386018;81.82992162227819;0.0;1.2785925253480968;26.850443032310032
santiago;4317400;6.06501698204755;6.06501698204755;0.0;697.4769529354683;76.82354843926896;12.1300339640951;28.303412582888566;0.0;826.863981885816;36.3901018922853;278.9907811741873;252.7090409186479;0.0;0.0;6.06501698204755
santo angelo;4317509;18.055973517905507;19.259705085765873;0.0;1523.9241649112248;56.57538368943726;84.2612097502257;156.48510382184773;2.407463135720734;688.53445681613;89.07613602166717;225.09780318988865;196.20824556123983;0.0;0.0;19.259705085765873
santo antonio da patrulha;4317608;13.68675578265432;13.68675578265432;0.0;725.3980564806789;34.2168894566358;54.74702313061728;114.05629818878597;22.811259637757196;595.3738765454628;29.654637529084354;123.18080204388887;109.49404626123456;0.0;0.0;18.249007710205756
santo antonio das missoes;4317707;0.0;0.0;0.0;570.1149425287357;91.95402298850574;0.0;27.586206896551726;0.0;505.74712643678157;91.95402298850574;257.4712643678161;55.17241379310345;0.0;0.0;0.0
santo antonio do palma;4317558;0.0;0.0;0.0;645.4388984509467;86.05851979345955;0.0;43.029259896729776;0.0;430.29259896729775;0.0;43.029259896729776;0.0;0.0;0.0;0.0
santo antonio do planalto;4317756;0.0;0.0;0.0;921.6589861751152;138.24884792626727;46.08294930875576;0.0;0.0;645.1612903225806;46.08294930875576;0.0;0.0;0.0;0.0;0.0
santo augusto;4317806;19.899177500663306;19.899177500663306;0.0;795.9671000265322;6.633059166887768;59.69753250198991;79.59671000265323;0.0;417.88272751392947;26.53223666755107;205.62483417352084;132.66118333775538;0.0;0.0;19.899177500663306
santo cristo;4317905;0.0;0.0;0.0;150.39560583273393;13.07787876806382;19.61681815209573;0.0;0.0;379.2584842738508;13.07787876806382;26.15575753612764;13.07787876806382;0.0;0.0;6.53893938403191
santo expedito do sul;4317954;0.0;0.0;0.0;359.5685177786656;39.95205753096285;0.0;0.0;0.0;519.376747902517;119.85617259288853;79.9041150619257;0.0;0.0;0.0;0.0
sao borja;4318002;5.064573309698658;5.064573309698658;0.0;923.4405334683886;111.42061281337048;27.011057651726176;70.90402633578121;5.064573309698658;682.0292057060859;54.02211530345235;168.81911032328858;158.6899637038913;0.0;0.0;6.752764412931544
sao domingos do sul;4318051;0.0;0.0;0.0;257.1520411443266;32.14400514304082;64.28801028608164;0.0;0.0;353.58405657344906;0.0;0.0;0.0;0.0;0.0;0.0
sao francisco de assis;4318101;11.414873580275097;11.414873580275097;0.0;490.8395639518292;74.19667827178814;17.12231037041265;22.829747160550195;5.707436790137549;370.9833913589407;17.12231037041265;97.02642543233834;176.93054049426402;0.0;0.0;17.12231037041265
sao francisco de paula;4318200;14.317075498711462;19.08943399828195;0.0;1145.366039896917;133.62603798797366;28.634150997422925;52.49594349527537;14.317075498711462;625.1789634437339;57.26830199484585;214.75613248067194;66.81301899398683;0.0;0.0;19.08943399828195
sao gabriel;4318309;8.207754686627926;9.849305623953512;0.0;1521.7177189008175;131.3240749860468;24.62326405988378;78.7944449916281;1.6415509373255852;412.0292852687219;93.56840342755835;142.81493154732593;310.2531271545356;0.0;0.0;13.132407498604682
sao jeronimo;4318408;0.0;0.0;4.404122258433894;823.5708623271382;39.63710032590505;8.808244516867788;88.08244516867788;0.0;590.1523826301418;35.23297806747115;290.672069056637;158.5484013036202;4.404122258433894;0.0;8.808244516867788
sao joao da urtiga;4318424;0.0;0.0;0.0;192.7607624759049;21.417862497322766;0.0;64.2535874919683;21.417862497322766;257.0143499678732;21.417862497322766;0.0;0.0;0.0;0.0;0.0
sao joao do polesine;4318432;0.0;0.0;0.0;954.7383309759548;70.72135785007072;0.0;0.0;0.0;707.2135785007072;70.72135785007072;35.36067892503536;70.72135785007072;0.0;0.0;0.0
sao jorge;4318440;37.02332469455757;74.04664938911515;0.0;259.163272861903;37.02332469455757;37.02332469455757;0.0;0.0;333.20992225101816;37.02332469455757;74.04664938911515;0.0;0.0;0.0;111.06997408367272
sao jose das missoes;4318457;0.0;0.0;0.0;264.05130139569974;37.72161448509996;37.72161448509996;0.0;0.0;264.05130139569974;0.0;37.72161448509996;0.0;0.0;0.0;0.0
sao jose do herval;4318465;0.0;0.0;0.0;525.0596658711218;47.7326968973747;47.7326968973747;143.1980906921241;0.0;95.4653937947494;143.1980906921241;0.0;0.0;0.0;0.0;0.0
sao jose do hortencio;4318481;0.0;0.0;0.0;370.20905923344947;0.0;43.55400696864111;21.777003484320556;0.0;675.0871080139373;0.0;43.55400696864111;0.0;0.0;0.0;0.0
