municipios;ibge;homicidio_doloso;total_vitimas_homicidio_doloso;latrocinio;furtos;abigeato;furto_veiculo;roubos;roubo_veiculo;estelionato;delitos_armas_municoes;entorpecente_posse;entorpecente_trafico;vitimas_latrocinio;vitimas_lesao_corporal_morte;total_vitimas_crimes_violentos;latitude;longitude;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;taxa_homicidio_doloso;taxa_total_vitimas_homicidio_doloso;taxa_latrocinio;taxa_furtos;taxa_abigeato;taxa_furto_veiculo;taxa_roubos;taxa_roubo_veiculo;taxa_estelionato;taxa_delitos_armas_municoes;taxa_entorpecente_posse;taxa_entorpecente_trafico;taxa_vitimas_latrocinio;taxa_vitimas_lesao_corporal_morte;taxa_total_vitimas_crimes_violentos
saldanha marinho;4316436;1;1;0;8;0;0;4;1;23;5;2;0;0;0;1;-28.3941;-53.097;2920;2936;2873;2865;2804;2815;2840;2839;2857;2863;2895;2922;34.223134839151264;34.223134839151264;0.0;273.7850787132101;0.0;0.0;136.89253935660506;34.223134839151264;787.132101300479;171.11567419575633;68.44626967830253;0.0;0.0;0.0;34.223134839151264
salto do jacui;4316451;1;1;0;153;8;5;6;0;81;16;17;15;0;0;1;-29.09509999999;-53.21329999999;12143;11949;11707;11507;11545;11437;11491;11263;11368;11192;11365;11223;8.910273545397844;8.910273545397844;0.0;1363.27185244587;71.28218836318275;44.55136772698921;53.46164127238706;0.0;721.7321571772253;142.5643767263655;151.47465027176332;133.65410318096767;0.0;0.0;8.910273545397844
salvador das missoes;4316477;0;0;0;1;0;0;1;0;10;0;0;0;0;0;0;-28.1233;-54.83729999999;2718;2777;2796;2780;2744;2749;2807;2896;2937;2948;2968;2988;0.0;0.0;0.0;33.467202141900934;0.0;0.0;33.467202141900934;0.0;334.67202141900935;0.0;0.0;0.0;0.0;0.0;0.0
salvador do sul;4316501;0;0;0;28;0;2;5;1;62;7;26;10;0;0;0;-29.4386;-51.5077;6881;6843;6984;6910;7010;7126;7313;7447;7543;7573;7574;7603;0.0;0.0;0.0;368.2756806523741;0.0;26.305405760883865;65.76351440220965;13.152702880441932;815.4675785873998;92.06892016309352;341.9702748914902;131.5270288044193;0.0;0.0;0.0
sananduva;4316600;2;2;0;60;2;9;2;2;75;4;18;6;0;0;3;-27.94699999999;-51.80789999999;15675;15889;15915;15895;15905;15989;16103;16402;16648;16738;16727;16984;11.775788977861517;11.775788977861517;0.0;353.2736693358455;11.775788977861517;52.99105040037683;11.775788977861517;11.775788977861517;441.59208666980686;23.551577955723033;105.98210080075366;35.32736693358455;0.0;0.0;17.663683466792275
santa barbara do sul;4316709;1;1;0;65;5;1;3;2;88;3;20;11;0;0;1;-28.3653;-53.25099999999;9007;8894;8863;8781;8860;8869;8791;8686;8559;8501;8446;8429;11.863803535413453;11.863803535413453;0.0;771.1472298018745;59.31901767706727;11.863803535413453;35.591410606240366;23.727607070826906;1044.014711116384;35.591410606240366;237.2760707082691;130.501838889548;0.0;0.0;11.863803535413453
santa cecilia do sul;4316733;0;0;0;17;2;2;0;1;6;2;0;1;0;0;0;-28.1537;-51.9296;1690;1683;1716;1704;1715;1687;1682;1699;1713;1741;1715;1739;0.0;0.0;0.0;977.57331799885;115.00862564692352;115.00862564692352;0.0;57.50431282346176;345.02587694077056;115.00862564692352;0.0;57.50431282346176;0.0;0.0;0.0
santa clara do sul;4316758;1;1;0;39;2;1;1;0;38;1;1;2;0;0;1;-29.47469999999;-52.08429999999;5806;5829;5901;6198;6346;6592;6646;6867;6874;6981;7008;7056;14.17233560090703;14.17233560090703;0.0;552.7210884353741;28.34467120181406;14.17233560090703;14.17233560090703;0.0;538.5487528344671;14.17233560090703;14.17233560090703;28.34467120181406;0.0;0.0;14.17233560090703
santa cruz do sul;4316808;11;12;0;1326;9;114;117;5;1160;61;110;199;0;0;13;-29.722;-52.4343;120745;121630;122907;124723;126125;127220;127780;128619;130002;131331;132572;133651;8.230391093220401;8.978608465331348;0.0;992.136235419114;6.733956348998511;85.2967804206478;87.54143253698064;3.7410868605547285;867.932151648697;45.64125969876768;82.30391093220403;148.8952570500782;0.0;0.0;9.726825837442293
santa margarida do sul;4316972;0;0;0;20;6;1;1;0;9;2;2;0;0;0;0;-30.32959999999;-54.08229999999;2399;2414;2427;2468;2496;2564;2571;2549;2464;2475;2564;2606;0.0;0.0;0.0;767.4597083653108;230.23791250959326;38.37298541826554;38.37298541826554;0.0;345.35686876438984;76.74597083653109;76.74597083653109;0.0;0.0;0.0;0.0
santa maria;4316907;50;54;0;4026;84;186;622;19;2883;233;717;512;0;1;56;-29.6868;-53.81499999999;266320;268329;271150;271605;270701;270361;272361;275058;278364;280782;282698;282493;17.699553617257774;19.115517906638395;0.0;1425.168057261596;29.735250076993058;65.84233945619891;220.1824469986867;6.725830374557954;1020.5562615710833;82.47991985642122;253.81159887147646;181.24342904071958;0.0;0.3539910723451554;19.823500051328708
santa maria do herval;4316956;0;0;0;20;0;0;0;0;10;0;4;0;0;0;0;-29.4902;-50.9919;6165;6215;6162;6270;6450;6561;6596;6458;6532;6623;6622;6666;0.0;0.0;0.0;300.0300030003;0.0;0.0;0.0;0.0;150.01500150015;0.0;60.00600060006001;0.0;0.0;0.0;0.0
santa rosa;4317202;13;14;0;680;8;32;36;0;428;39;139;184;0;0;17;-27.8702;-54.47959999999;69978;70533;71270;71699;72472;73100;74034;74795;75871;77227;78379;79739;16.303189154616938;17.55728062804901;0.0;852.7822019338091;10.032731787456576;40.130927149826306;45.1472930435546;0.0;536.7511506289269;48.909567463850806;174.31871480705803;230.75283111150128;0.0;0.0;21.319555048345226
santa tereza;4317251;0;0;0;13;2;0;0;0;7;0;1;1;0;0;0;-29.1655;-51.7351;1758;1754;1730;1715;1750;1755;1756;1761;1760;1766;1751;1749;0.0;0.0;0.0;743.2818753573471;114.35105774728416;0.0;0.0;0.0;400.2287021154946;0.0;57.17552887364208;57.17552887364208;0.0;0.0;0.0
santa vitoria do palmar;4317301;14;15;1;609;56;11;32;2;135;23;25;36;1;0;19;-33.52499999999;-53.37169999999;31648;31656;31284;31439;31438;31780;31674;31563;31208;30976;30830;30723;45.568466621098196;48.82335709403378;3.254890472935586;1982.2282980177717;182.27386648439278;35.80379520229145;104.15649513393875;6.509780945871172;439.4102138463041;74.86248087751846;81.37226182338964;117.17605702568109;3.254890472935586;0.0;61.84291898577613
santana da boa vista;4317004;3;3;0;68;11;2;2;0;27;5;2;4;0;0;3;-30.8697;-53.10999999999;8412;8311;8177;8079;8075;7962;7887;7850;7854;7943;7811;7819;38.368077759304256;38.368077759304256;0.0;869.6764292108965;140.6829517841156;25.57871850620284;25.57871850620284;0.0;345.3126998337383;63.9467962655071;25.57871850620284;51.15743701240568;0.0;0.0;38.368077759304256
santana do livramento;4317103;16;16;0;1076;162;48;124;6;574;67;126;64;0;1;21;-30.88769999999;-55.5315;84218;83168;81456;80307;79957;80032;80600;80256;79938;79101;78719;78211;20.457480405569548;20.457480405569548;0.0;1375.765557274552;207.1319891063917;61.372441216708644;158.545473143164;7.6715551520885805;733.9121095498076;85.66569919832249;161.10265819386018;81.82992162227819;0.0;1.2785925253480968;26.850443032310032
santiago;4317400;3;3;0;345;38;6;14;0;409;18;138;125;0;0;3;-29.18969999999;-54.86659999999;50063;49898;49499;49288;49031;48806;49061;49274;49743;49743;49714;49464;6.06501698204755;6.06501698204755;0.0;697.4769529354683;76.82354843926896;12.1300339640951;28.303412582888566;0.0;826.863981885816;36.3901018922853;278.9907811741873;252.7090409186479;0.0;0.0;6.06501698204755
santo angelo;4317509;15;16;0;1266;47;70;130;2;572;74;187;163;0;0;16;-28.3001;-54.2668;77849;78192;78292;78833;78871;78522;78739;79422;80624;81623;82317;83075;18.055973517905507;19.259705085765873;0.0;1523.9241649112248;56.57538368943726;84.2612097502257;156.48510382184773;2.407463135720734;688.53445681613;89.07613602166717;225.09780318988865;196.20824556123983;0.0;0.0;19.259705085765873
santo antonio da patrulha;4317608;6;6;0;318;15;24;50;10;261;13;54;48;0;0;8;-29.82679999999;-50.51749999999;40499;40807;41149;41665;41788;42048;42407;42702;42929;42982;43351;43838;13.68675578265432;13.68675578265432;0.0;725.3980564806789;34.2168894566358;54.74702313061728;114.05629818878597;22.811259637757196;595.3738765454628;29.654637529084354;123.18080204388887;109.49404626123456;0.0;0.0;18.249007710205756
santo antonio das missoes;4317707;0;0;0;62;10;0;3;0;55;10;28;6;0;0;0;-28.51399999999;-55.22509999999;11439;11244;11090;10974;10767;10632;10559;10638;10809;10851;10886;10875;0.0;0.0;0.0;570.1149425287357;91.95402298850574;0.0;27.586206896551726;0.0;505.74712643678157;91.95402298850574;257.4712643678161;55.17241379310345;0.0;0.0;0.0
santo antonio do palma;4317558;0;0;0;15;2;0;1;0;10;0;1;0;0;0;0;-28.4956;-52.02669999999;2178;2214;2189;2238;2190;2180;2161;2214;2287;2342;2378;2324;0.0;0.0;0.0;645.4388984509467;86.05851979345955;0.0;43.029259896729776;0.0;430.29259896729775;0.0;43.029259896729776;0.0;0.0;0.0;0.0
santo antonio do planalto;4317756;0;0;0;20;3;1;0;0;14;1;0;0;0;0;0;-28.40309999999;-52.69919999999;2027;2061;2052;2089;2078;2146;2108;2107;2060;2122;2159;2170;0.0;0.0;0.0;921.6589861751152;138.24884792626727;46.08294930875576;0.0;0.0;645.1612903225806;46.08294930875576;0.0;0.0;0.0;0.0;0.0
santo augusto;4317806;3;3;0;120;1;9;12;0;63;4;31;20;0;0;3;-27.85259999999;-53.7776;14251;14139;14159;14239;14475;14663;14806;14771;14622;14596;14663;15076;19.899177500663306;19.899177500663306;0.0;795.9671000265322;6.633059166887768;59.69753250198991;79.59671000265323;0.0;417.88272751392947;26.53223666755107;205.62483417352084;132.66118333775538;0.0;0.0;19.899177500663306
santo cristo;4317905;0;0;0;23;2;3;0;0;58;2;4;2;0;0;1;-27.8263;-54.66199999999;14655;14632;14628;14577;14603;14552;14490;14526;14937;15290;15333;15293;0.0;0.0;0.0;150.39560583273393;13.07787876806382;19.61681815209573;0.0;0.0;379.2584842738508;13.07787876806382;26.15575753612764;13.07787876806382;0.0;0.0;6.53893938403191
santo expedito do sul;4317954;0;0;0;9;1;0;0;0;13;3;2;0;0;0;0;-27.90739999999;-51.6433;2506;2465;2442;2430;2468;2496;2496;2505;2517;2484;2455;2503;0.0;0.0;0.0;359.5685177786656;39.95205753096285;0.0;0.0;0.0;519.376747902517;119.85617259288853;79.9041150619257;0.0;0.0;0.0;0.0
sao borja;4318002;3;3;0;547;66;16;42;3;404;32;100;94;0;0;4;-28.6578;-56.00359999999;62960;62423;61635;60836;60009;59795;59684;59944;59661;59624;59238;59235;5.064573309698658;5.064573309698658;0.0;923.4405334683886;111.42061281337048;27.011057651726176;70.90402633578121;5.064573309698658;682.0292057060859;54.02211530345235;168.81911032328858;158.6899637038913;0.0;0.0;6.752764412931544
sao domingos do sul;4318051;0;0;0;8;1;2;0;0;11;0;0;0;0;0;0;-28.53119999999;-51.886;2981;3005;3010;2957;2971;2949;3008;3046;3042;3065;3048;3111;0.0;0.0;0.0;257.1520411443266;32.14400514304082;64.28801028608164;0.0;0.0;353.58405657344906;0.0;0.0;0.0;0.0;0.0;0.0
sao francisco de assis;4318101;2;2;0;86;13;3;4;1;65;3;17;31;0;0;3;-29.5547;-55.1253;19638;19439;19025;18790;18797;18806;18720;18359;17992;17892;17596;17521;11.414873580275097;11.414873580275097;0.0;490.8395639518292;74.19667827178814;17.12231037041265;22.829747160550195;5.707436790137549;370.9833913589407;17.12231037041265;97.02642543233834;176.93054049426402;0.0;0.0;17.12231037041265
sao francisco de paula;4318200;3;4;0;240;28;6;11;3;131;12;45;14;0;0;4;-29.4404;-50.58279999999;20991;20916;20991;20917;20793;20758;20972;21088;21109;21026;20956;20954;14.317075498711462;19.08943399828195;0.0;1145.366039896917;133.62603798797366;28.634150997422925;52.49594349527537;14.317075498711462;625.1789634437339;57.26830199484585;214.75613248067194;66.81301899398683;0.0;0.0;19.08943399828195
sao gabriel;4318309;5;6;0;927;80;15;48;1;251;57;87;189;0;0;8;-30.3337;-54.3217;61694;62262;62362;62079;61658;61113;61231;61445;61803;61731;61411;60918;8.207754686627926;9.849305623953512;0.0;1521.7177189008175;131.3240749860468;24.62326405988378;78.7944449916281;1.6415509373255852;412.0292852687219;93.56840342755835;142.81493154732593;310.2531271545356;0.0;0.0;13.132407498604682
sao jeronimo;4318408;0;0;1;187;9;2;20;0;134;8;66;36;1;0;2;-29.97159999999;-51.72509999999;22605;22353;22433;22437;22514;22591;22679;22794;22710;22956;22868;22706;0.0;0.0;4.404122258433894;823.5708623271382;39.63710032590505;8.808244516867788;88.08244516867788;0.0;590.1523826301418;35.23297806747115;290.672069056637;158.5484013036202;4.404122258433894;0.0;8.808244516867788
sao joao da urtiga;4318424;0;0;0;9;1;0;3;1;12;1;0;0;0;0;0;-27.8195;-51.82569999999;4818;4668;4514;4510;4571;4634;4657;4616;4712;4723;4766;4669;0.0;0.0;0.0;192.7607624759049;21.417862497322766;0.0;64.2535874919683;21.417862497322766;257.0143499678732;21.417862497322766;0.0;0.0;0.0;0.0;0.0
sao joao do polesine;4318432;0;0;0;27;2;0;0;0;20;2;1;2;0;0;0;-29.61939999999;-53.44389999999;2682;2710;2736;2720;2719;2688;2690;2681;2730;2780;2783;2828;0.0;0.0;0.0;954.7383309759548;70.72135785007072;0.0;0.0;0.0;707.2135785007072;70.72135785007072;35.36067892503536;70.72135785007072;0.0;0.0;0.0
sao jorge;4318440;1;2;0;7;1;1;0;0;9;1;2;0;0;0;3;-28.4984;-51.7064;2827;2771;2726;2628;2664;2683;2707;2674;2673;2696;2694;2701;37.02332469455757;74.04664938911515;0.0;259.163272861903;37.02332469455757;37.02332469455757;0.0;0.0;333.20992225101816;37.02332469455757;74.04664938911515;0.0;0.0;0.0;111.06997408367272
sao jose das missoes;4318457;0;0;0;7;1;1;0;0;7;0;1;0;0;0;0;-27.7789;-53.12259999999;2777;2734;2665;2645;2628;2651;2636;2642;2632;2607;2657;2651;0.0;0.0;0.0;264.05130139569974;37.72161448509996;37.72161448509996;0.0;0.0;264.05130139569974;0.0;37.72161448509996;0.0;0.0;0.0;0.0
sao jose do herval;4318465;0;0;0;11;1;1;3;0;2;3;0;0;0;0;0;-29.052;-52.295;2250;2257;2184;2173;2153;2195;2179;2176;2135;2130;2084;2095;0.0;0.0;0.0;525.0596658711218;47.7326968973747;47.7326968973747;143.1980906921241;0.0;95.4653937947494;143.1980906921241;0.0;0.0;0.0;0.0;0.0
sao jose do hortencio;4318481;0;0;0;17;0;2;1;0;31;0;2;0;0;0;0;-29.52799999999;-51.245;4176;4077;4051;4149;4256;4335;4359;4461;4509;4571;4515;4592;0.0;0.0;0.0;370.20905923344947;0.0;43.55400696864111;21.777003484320556;0.0;675.0871080139373;0.0;43.55400696864111;0.0;0.0;0.0;0.0
sao jose do inhacora;4318499;0;0;0;4;0;1;0;0;8;0;0;0;0;0;0;-27.7251;-54.12749999999;2238;2230;2222;2216;2298;2324;2363;2419;2446;2436;2368;2365;0.0;0.0;0.0;169.13319238900633;0.0;42.28329809725158;0.0;0.0;338.26638477801265;0.0;0.0;0.0;0.0;0.0;0.0
sao jose do norte;4318507;5;5;0;261;18;4;10;1;69;7;43;52;0;0;5;-32.01509999999;-52.03309999999;26034;25945;25829;25678;25867;26038;26439;26398;26136;25863;26224;26674;18.744845167578916;18.744845167578916;0.0;978.4809177476194;67.4814426032841;14.995876134063133;37.48969033515783;3.7489690335157833;258.67886331258904;26.24278323461048;161.2056684411787;194.94638974282074;0.0;0.0;18.744845167578916
sao jose do ouro;4318606;0;0;0;19;2;5;0;0;39;5;10;3;0;0;0;-27.7707;-51.5966;7042;7099;7150;7169;7124;7122;7034;7103;7125;7225;7164;7045;0.0;0.0;0.0;269.694819020582;28.388928317956;70.97232079489;0.0;0.0;553.584102200142;70.97232079489;141.94464158978;42.583392476933994;0.0;0.0;0.0
sao jose do sul;4318614;0;0;0;11;0;0;2;0;17;2;0;4;0;0;0;-29.529;-51.48709999999;2122;2153;2158;2130;2131;2162;2270;2331;2418;2448;2456;2487;0.0;0.0;0.0;442.29995979091274;0.0;0.0;80.41817450743868;0.0;683.5544833132287;80.41817450743868;0.0;160.83634901487736;0.0;0.0;0.0
sao jose dos ausentes;4318622;2;2;0;37;10;1;0;0;16;6;2;3;0;0;2;-28.74759999999;-50.0677;3362;3309;3298;3307;3325;3394;3439;3514;3579;3647;3656;3719;53.77789728421619;53.77789728421619;0.0;994.8910997579994;268.88948642108096;26.888948642108094;0.0;0.0;430.2231782737295;161.33369185264857;53.77789728421619;80.66684592632429;0.0;0.0;53.77789728421619
sao leopoldo;4318705;25;25;1;3481;8;396;812;172;2059;90;221;410;1;0;29;-29.7545;-51.14979999999;218637;219798;219951;221835;223369;225994;226898;228642;230268;232133;234746;237720;10.516574120814402;10.516574120814402;0.42066296483257615;1464.3277805821974;3.365303718660609;166.58253407370015;341.57832744405187;72.3540299512031;866.1450445902743;37.85966683493185;92.96651522799932;172.47181558135622;0.42066296483257615;0.0;12.199225980144709
sao lourenco do sul;4318804;2;2;0;342;17;11;21;0;222;16;206;29;0;0;2;-31.3564;-51.97149999999;43967;43794;43590;42650;42722;42282;42695;42422;42926;42785;42921;42397;4.71731490435644;4.71731490435644;0.0;806.6608486449513;40.097176687029744;25.94523197396042;49.53180649574263;0.0;523.6219543835649;37.73851923485152;485.8834351487134;68.40106611316838;0.0;0.0;4.71731490435644
sao luiz gonzaga;4318903;5;5;0;382;17;14;37;0;242;40;91;106;0;1;7;-28.41199999999;-54.9559;35270;35211;35008;34824;34653;34904;35132;35176;34998;35370;35947;36593;13.663815483835705;13.663815483835705;0.0;1043.915502965048;46.4569726450414;38.25868335473997;101.11223458038423;0.0;661.3286694176483;109.31052387068564;248.68144180580984;289.67288825731697;0.0;2.7327630967671412;19.129341677369986
sao marcos;4319000;2;2;0;85;4;18;8;1;143;3;15;16;0;0;6;-28.9677;-51.0696;20503;20406;20496;20672;21047;21334;21407;21358;21181;21329;21560;21922;9.123255177447312;9.123255177447312;0.0;387.73834504151085;18.246510354894625;82.10929659702582;36.49302070978925;4.561627588723656;652.312745187483;13.684882766170968;68.42441383085485;72.9860414195785;0.0;0.0;27.369765532341937
sao martinho;4319109;1;1;0;26;1;1;1;0;30;3;2;5;0;0;1;-27.7112;-53.9699;5885;5927;6002;5977;5844;5815;5856;5939;6017;6006;6090;6129;16.315875346712353;16.315875346712353;0.0;424.2127590145211;16.315875346712353;16.315875346712353;16.315875346712353;0.0;489.4762604013705;48.94762604013706;32.631750693424706;81.57937673356176;0.0;0.0;16.315875346712353
sao martinho da serra;4319125;0;0;0;63;38;3;2;0;16;1;3;1;0;0;0;-29.5397;-53.859;3267;3212;3180;3172;3174;3179;3215;3227;3171;3133;3034;3070;0.0;0.0;0.0;2052.1172638436483;1237.7850162866448;97.7198697068404;65.14657980456026;0.0;521.1726384364821;32.57328990228013;97.7198697068404;32.57328990228013;0.0;0.0;0.0
sao miguel das missoes;4319158;1;1;0;56;18;1;0;0;22;9;0;7;0;0;1;-28.556;-54.5559;7581;7569;7521;7466;7469;7504;7450;7513;7415;7435;7376;7372;13.564839934888768;13.564839934888768;0.0;759.631036353771;244.16711882799783;13.564839934888768;0.0;0.0;298.42647856755286;122.08355941399891;0.0;94.95387954422138;0.0;0.0;13.564839934888768
sao nicolau;4319208;0;0;0;30;9;0;0;0;11;11;2;1;0;0;0;-28.18339999999;-55.2654;5846;5753;5732;5624;5550;5418;5422;5478;5435;5398;5378;5461;0.0;0.0;0.0;549.3499359091742;164.80498077275223;0.0;0.0;0.0;201.42830983336384;201.42830983336384;36.62332906061161;18.311664530305805;0.0;0.0;0.0
sao paulo das missoes;4319307;0;0;0;15;1;1;4;0;31;1;0;2;0;0;0;-28.0195;-54.94039999999;6486;6347;6376;6262;6188;6031;6029;5990;6093;6083;6065;6047;0.0;0.0;0.0;248.0568877129155;16.5371258475277;16.5371258475277;66.1485033901108;0.0;512.6509012733587;16.5371258475277;0.0;33.0742516950554;0.0;0.0;0.0
sao pedro da serra;4319356;0;0;0;8;0;1;1;0;17;2;4;1;0;0;0;-29.4193;-51.51339999999;3384;3405;3406;3492;3563;3570;3546;3559;3631;3656;3709;3747;0.0;0.0;0.0;213.50413664264744;0.0;26.68801708033093;26.68801708033093;0.0;453.6962903656259;53.37603416066186;106.75206832132372;26.68801708033093;0.0;0.0;0.0
sao pedro das missoes;4319364;0;0;0;12;2;0;0;0;5;0;0;0;0;0;0;-27.77321999999;-53.25047;1927;1931;1918;1920;1885;1856;1871;1870;1865;1836;1806;1837;0.0;0.0;0.0;653.23897659227;108.87316276537834;0.0;0.0;0.0;272.18290691344583;0.0;0.0;0.0;0.0;0.0;0.0
sao pedro do butia;4319372;0;0;0;3;1;0;0;0;14;0;0;0;0;0;0;-28.1243;-54.8926;2929;2932;2889;2888;2974;2984;2996;2995;3050;3161;3158;3210;0.0;0.0;0.0;93.45794392523365;31.152647975077883;0.0;0.0;0.0;436.13707165109037;0.0;0.0;0.0;0.0;0.0;0.0
sao pedro do sul;4319406;0;0;0;208;71;1;8;0;109;12;21;18;0;0;0;-29.6202;-54.18549999999;16691;16690;16483;16388;16287;16343;16339;16306;16211;16415;16549;16563;0.0;0.0;0.0;1255.8111453239148;428.66630441345166;6.037553583288052;48.30042866630441;0.0;658.0933405783976;72.45064299945662;126.78862524904909;108.67596449918493;0.0;0.0;0.0
sao sebastiao do cai;4319505;2;2;0;252;4;18;8;8;199;19;204;35;0;0;2;-29.5885;-51.37489999999;22383;22264;22354;22548;23085;23452;23796;23827;23931;23935;24198;24429;8.186990871505179;8.186990871505179;0.0;1031.5608498096524;16.373981743010358;73.6829178435466;32.747963486020716;32.747963486020716;814.6055917147652;77.77641327929919;835.0730688935281;143.2723402513406;0.0;0.0;8.186990871505179
sao sepe;4319604;2;2;1;197;14;4;9;0;58;8;29;17;1;0;3;-30.1643;-53.56029999999;24275;24136;23807;23313;23217;23105;22884;22961;22965;23101;22948;22870;8.745080891998251;8.745080891998251;4.3725404459991255;861.3904678618277;61.21556624398775;17.490161783996502;39.35286401399213;0.0;253.60734586794925;34.980323567993004;126.80367293397462;74.33318758198513;4.3725404459991255;0.0;13.117621337997376
sao valentim;4319703;1;1;0;17;0;0;0;0;14;0;2;0;0;0;1;-27.55829999999;-52.52369999999;3703;3689;3655;3644;3638;3657;3689;3646;3629;3575;3517;3447;29.010733971569483;29.010733971569483;0.0;493.18247751668116;0.0;0.0;0.0;0.0;406.15027560197274;0.0;58.021467943138965;0.0;0.0;0.0;29.010733971569483
sao valentim do sul;4319711;0;0;0;8;0;0;0;0;7;2;4;0;0;0;0;-29.0451;-51.7684;2207;2145;2042;2153;2275;2384;2417;2386;2352;2347;2451;2496;0.0;0.0;0.0;320.5128205128205;0.0;0.0;0.0;0.0;280.44871794871796;80.12820512820512;160.25641025641025;0.0;0.0;0.0;0.0
sao valerio do sul;4319737;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;-27.7906;-53.93679999999;2709;2792;2908;3003;3007;2978;2954;2962;2997;2997;3019;3032;0.0;0.0;0.0;197.8891820580475;0.0;0.0;0.0;0.0;32.98153034300791;0.0;0.0;0.0;0.0;0.0;0.0
sao vendelino;4319752;0;0;0;8;0;2;2;2;12;0;1;2;0;0;0;-29.3729;-51.3675;1979;1986;2036;2096;2149;2198;2227;2261;2290;2339;2393;2436;0.0;0.0;0.0;328.4072249589491;0.0;82.10180623973727;82.10180623973727;82.10180623973727;492.61083743842363;0.0;41.050903119868636;82.10180623973727;0.0;0.0;0.0
sao vicente do sul;4319802;0;0;0;62;14;0;3;0;48;9;32;9;0;0;0;-29.68819999999;-54.6826;8613;8552;8401;8410;8418;8412;8381;8364;8191;8090;7988;7971;0.0;0.0;0.0;777.8195960356292;175.63668297578724;0.0;37.63643206624012;0.0;602.1829130598419;112.90929619872036;401.455275373228;112.90929619872036;0.0;0.0;0.0
sapiranga;4319901;2;2;0;761;7;82;118;19;505;20;217;87;0;1;3;-29.63489999999;-51.0065;76613;77155;77567;77945;78407;79235;79850;80430;81192;82111;82555;82852;2.413942934389031;2.413942934389031;0.0;918.5052865350262;8.448800270361607;98.97166030995027;142.42263312895284;22.932457876695796;609.5205909332303;24.13942934389031;261.91280838120986;105.00651764592286;0.0;1.2069714671945155;3.6209144015835464
sapucaia do sul;4320008;19;20;1;1881;7;165;464;90;1059;38;160;231;1;0;24;-29.8276;-51.145;133760;136942;140007;142852;145419;146838;147776;147747;147481;146661;147475;148018;12.836276669053763;13.511870177951332;0.6755935088975665;1270.7913902363225;4.729154562282965;111.47292896809847;313.47538812847085;60.80341580078099;715.4535259225229;25.672553338107527;108.09496142361066;156.06210055533785;0.6755935088975665;0.0;16.214244213541598
sarandi;4320107;3;4;0;271;1;12;13;3;191;17;79;46;0;0;4;-27.942;-52.92309999999;21725;21801;21840;21869;22107;22499;22735;23135;23438;24015;24306;24808;12.092873266688166;16.123831022250886;0.0;1092.3895517574974;4.030957755562722;48.37149306675266;52.40245082231538;12.092873266688166;769.9129313124798;68.52628184456627;318.445662689455;185.4240567558852;0.0;0.0;16.123831022250886
seberi;4320206;0;0;0;121;7;15;6;1;57;16;10;7;0;0;0;-27.4829;-53.4026;11121;11212;10993;10979;11041;11317;11445;11605;11795;12046;12234;12466;0.0;0.0;0.0;970.6401411840206;56.15273544039788;120.32729022942404;48.13091609176961;8.021819348628268;457.2437028718113;128.3491095780523;80.21819348628269;56.15273544039788;0.0;0.0;0.0
sede nova;4320230;0;0;0;5;0;1;0;0;4;1;3;2;0;0;0;-27.6367;-53.9493;3073;3083;3059;3093;3103;3116;3086;3073;3089;3142;3155;3114;0.0;0.0;0.0;160.56518946692356;0.0;32.113037893384714;0.0;0.0;128.45215157353886;32.113037893384714;96.33911368015414;64.22607578676943;0.0;0.0;0.0
segredo;4320263;2;2;0;51;10;2;0;0;15;4;0;3;0;0;2;-29.3523;-52.9767;7310;7325;7228;6939;6782;6815;6911;6955;7019;6953;6935;6923;28.889209880109778;28.889209880109778;0.0;736.6748519427994;144.4460494005489;28.889209880109778;0.0;0.0;216.66907410082334;57.778419760219556;0.0;43.33381482016467;0.0;0.0;28.889209880109778
selbach;4320305;0;0;0;13;0;5;0;0;20;0;0;4;0;0;0;-28.6294;-52.9498;5028;4994;5022;4998;5047;5061;5142;5156;5249;5244;5243;5216;0.0;0.0;0.0;249.23312883435582;0.0;95.85889570552148;0.0;0.0;383.4355828220859;0.0;0.0;76.68711656441718;0.0;0.0;0.0
senador salgado filho;4320321;0;0;0;9;1;0;0;0;8;0;0;0;0;0;1;-28.025;-54.55069999999;2867;2888;2834;2764;2776;2796;2844;2871;2891;2912;2845;2824;0.0;0.0;0.0;318.6968838526912;35.41076487252125;0.0;0.0;0.0;283.28611898017;0.0;0.0;0.0;0.0;0.0;35.41076487252125
sentinela do sul;4320354;2;3;0;64;14;4;4;0;11;4;1;4;0;0;3;-30.6107;-51.58619999999;5305;5295;5276;5237;5171;5172;5206;5248;5301;5209;5139;5040;39.682539682539684;59.52380952380953;0.0;1269.8412698412699;277.77777777777777;79.36507936507937;79.36507936507937;0.0;218.25396825396825;79.36507936507937;19.841269841269842;79.36507936507937;0.0;0.0;59.52380952380953
serafina correa;4320404;3;3;0;67;3;1;6;0;110;13;59;20;0;0;4;-28.71259999999;-51.93529999999;14545;14926;15128;15203;15208;15641;16064;16370;16534;16784;17139;17581;17.063875774984357;17.063875774984357;0.0;381.0932256413173;17.063875774984357;5.687958591661452;34.127751549968714;0.0;625.6754450827598;73.94346169159888;335.5895569080257;113.75917183322906;0.0;0.0;22.75183436664581
