municipios;ibge;homicidio_doloso;total_vitimas_homicidio_doloso;latrocinio;furtos;abigeato;furto_veiculo;roubos;roubo_veiculo;estelionato;delitos_armas_municoes;entorpecente_posse;entorpecente_trafico;vitimas_latrocinio;vitimas_lesao_corporal_morte;total_vitimas_crimes_violentos;latitude;longitude;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;taxa_homicidio_doloso;taxa_total_vitimas_homicidio_doloso;taxa_latrocinio;taxa_furtos;taxa_abigeato;taxa_furto_veiculo;taxa_roubos;taxa_roubo_veiculo;taxa_estelionato;taxa_delitos_armas_municoes;taxa_entorpecente_posse;taxa_entorpecente_trafico;taxa_vitimas_latrocinio;taxa_vitimas_lesao_corporal_morte;taxa_total_vitimas_crimes_violentos
dom feliciano;4306502;1;1;1;123;25;5;5;1;47;12;2;5;1;0;2;-30.70039999999;-52.1026;14692;14703;14500;14387;14273;14307;14228;14186;14152;14221;14118;14055;7.114905727499111;7.114905727499111;7.114905727499111;875.1334044823906;177.87264318747776;35.574528637495554;35.574528637495554;7.114905727499111;334.4005691924582;85.37886872998934;14.229811454998222;35.574528637495554;7.114905727499111;0.0;14.229811454998222
dom pedrito;4306601;5;5;0;370;64;13;44;4;148;32;75;58;0;0;6;-30.9756;-54.6694;39712;39677;39580;38837;38496;37793;37723;37364;37452;37154;37006;36422;13.727966613585195;13.727966613585195;0.0;1015.8695294053044;175.71797265389048;35.69271319532151;120.80610619954972;10.982373290868155;406.3478117621218;87.85898632694524;205.91949920377795;159.24441271758826;0.0;0.0;16.473559936302234
dom pedro de alcantara;4306551;1;1;0;9;1;3;0;0;5;0;0;0;0;0;1;-29.3639;-49.853;2595;2633;2601;2543;2550;2595;2671;2684;2733;2804;2818;2826;35.38570417551309;35.38570417551309;0.0;318.47133757961785;35.38570417551309;106.15711252653928;0.0;0.0;176.92852087756546;0.0;0.0;0.0;0.0;0.0;35.38570417551309
dona francisca;4306700;0;0;0;30;2;2;1;0;20;1;0;2;0;0;0;-29.61949999999;-53.36169999999;3469;3498;3441;3357;3263;3292;3305;3336;3389;3409;3374;3312;0.0;0.0;0.0;905.7971014492754;60.386473429951685;60.386473429951685;30.193236714975843;0.0;603.864734299517;30.193236714975843;0.0;60.386473429951685;0.0;0.0;0.0
doutor ricardo;4306734;0;0;0;10;0;0;0;0;4;3;3;0;0;0;0;-27.5103;-54.35779999999;5415;5297;5185;5040;4957;4888;4897;4960;4964;4920;4794;4795;0.0;0.0;0.0;208.55057351407717;0.0;0.0;0.0;0.0;83.42022940563086;62.565172054223154;62.565172054223154;0.0;0.0;0.0;0.0
dr mauricio cardoso;4306759;0;0;0;30;2;0;0;0;24;6;1;0;0;0;1;-29.084;-51.9971;2068;2040;1989;1953;1955;1987;2009;2006;2000;1989;1991;1952;0.0;0.0;0.0;1536.8852459016393;102.45901639344262;0.0;0.0;0.0;1229.5081967213114;307.37704918032784;51.22950819672131;0.0;0.0;0.0;51.22950819672131
eldorado do sul;4306767;9;10;0;415;12;21;102;3;416;16;163;99;0;0;10;-30.0847;-51.61869999999;35106;35708;36370;36756;37335;37618;38144;38498;38988;39286;40104;41221;21.833531452415034;24.25947939157226;0.0;1006.7683947502487;29.111375269886707;50.944906722301745;247.44668979403704;7.277843817471677;1009.1943426894059;38.81516702651561;395.42951408262775;240.16884597656534;0.0;0.0;24.25947939157226
encantado;4306809;5;5;1;402;3;16;13;2;166;7;78;25;1;0;7;-29.23509999999;-51.8703;20912;20924;21098;21416;21788;22004;22205;22476;22673;23028;23226;23543;21.237735207917428;21.237735207917428;4.247547041583486;1707.5139107165612;12.742641124750456;67.96075266533578;55.21811154058532;8.495094083166972;705.0928089028587;29.7328292910844;331.3086692435119;106.18867603958715;4.247547041583486;0.0;29.7328292910844
encruzilhada do sul;4306908;6;6;0;165;41;10;27;0;98;33;20;16;0;0;8;-30.54299999999;-52.5204;25054;25125;24990;24883;24472;24037;24046;24084;24178;24086;23802;23591;25.433428002204227;25.433428002204227;0.0;699.4192700606163;173.79509134839557;42.389046670340385;114.45042600991904;0.0;415.41265736933576;139.88385401212327;84.77809334068077;67.82247467254462;0.0;0.0;33.91123733627231
engenho velho;4306924;0;0;0;5;1;1;0;0;2;0;0;2;0;0;0;-27.706;-52.91449999999;1562;1550;1553;1593;1585;1570;1555;1527;1521;1501;1511;1498;0.0;0.0;0.0;333.77837116154876;66.75567423230974;66.75567423230974;0.0;0.0;133.5113484646195;0.0;0.0;133.5113484646195;0.0;0.0;0.0
entre ijuis;4306957;1;1;0;71;6;3;6;0;26;11;5;5;0;0;1;-27.5298;-52.73469999999;3141;3113;2967;2970;2997;3086;3088;3062;3054;3029;2980;2903;34.44712366517396;34.44712366517396;0.0;2445.745780227351;206.68274199104374;103.34137099552187;206.68274199104374;0.0;895.625215294523;378.91836031691355;172.23561832586978;172.23561832586978;0.0;0.0;34.44712366517396
entre rios do sul;4306932;0;0;0;19;0;0;2;0;10;2;3;2;0;0;0;-28.3686;-54.26859999999;9118;9012;9070;9087;9179;9229;9246;9231;9256;9271;9371;9272;0.0;0.0;0.0;204.91803278688525;0.0;0.0;21.570319240724764;0.0;107.85159620362381;21.570319240724764;32.35547886108714;21.570319240724764;0.0;0.0;0.0
erebango;4306973;0;0;0;26;0;0;0;0;13;4;4;1;0;0;0;-27.85439999999;-52.3005;3029;3076;3043;3084;3101;3140;3157;3141;3133;3123;3145;3124;0.0;0.0;0.0;832.2663252240717;0.0;0.0;0.0;0.0;416.13316261203585;128.04097311139563;128.04097311139563;32.01024327784891;0.0;0.0;0.0
erechim;4307005;22;25;0;892;4;46;95;12;984;184;357;142;0;1;30;-27.63639999999;-52.2697;98025;99230;100515;101455;102110;103162;103872;104706;105523;106603;107917;109459;20.098849797641126;22.839602042774008;0.0;814.9170008861767;3.6543363268438416;42.024867758704175;86.79048776254123;10.963008980531523;898.966736403585;168.0994710348167;326.1495171708128;129.72893960295636;0.0;0.9135840817109604;27.40752245132881
ernestina;4307054;1;1;0;21;2;1;0;2;19;4;9;0;0;0;1;-28.49769999999;-52.58359999999;3152;3153;3107;3079;3094;3126;3159;3172;3159;3134;3134;3137;31.877590054191902;31.877590054191902;0.0;669.4293911380299;63.755180108383804;31.877590054191902;0.0;63.755180108383804;605.6742110296461;127.51036021676761;286.89831048772714;0.0;0.0;0.0;31.877590054191902
erval grande;4307203;0;0;0;25;2;1;2;0;24;5;3;3;0;0;0;-27.3926;-52.57399999999;5267;5199;5139;5087;5115;5046;5074;5076;5111;5176;5139;5234;0.0;0.0;0.0;477.6461597248758;38.211692777990066;19.105846388995033;38.211692777990066;0.0;458.54031333588074;95.52923194497517;57.31753916698509;57.31753916698509;0.0;0.0;0.0
erval seco;4307302;0;0;0;29;6;2;1;0;15;8;9;3;0;0;0;-27.5443;-53.5005;8045;7955;7910;7813;7770;7729;7657;7599;7525;7456;7402;7515;0.0;0.0;0.0;385.89487691284097;79.84031936127744;26.61343978709248;13.30671989354624;0.0;199.6007984031936;106.45375914836993;119.76047904191617;39.92015968063872;0.0;0.0;0.0
esmeralda;4307401;2;2;0;43;1;1;6;2;8;7;2;1;0;0;2;-28.0518;-51.1933;3234;3188;3225;3175;3209;3176;3210;3205;3272;3321;3281;3291;60.77180188392585;60.77180188392585;0.0;1306.5937405044058;30.385900941962927;30.385900941962927;182.31540565177758;60.77180188392585;243.0872075357034;212.7013065937405;60.77180188392585;30.385900941962927;0.0;0.0;60.77180188392585
esperanca do sul;4307450;0;0;0;4;0;2;0;0;6;6;0;5;0;0;0;-27.36029999999;-53.9891;3339;3298;3258;3305;3300;3316;3273;3273;3279;3269;3279;3279;0.0;0.0;0.0;121.98841110094541;0.0;60.99420555047271;0.0;0.0;182.9826166514181;182.9826166514181;0.0;152.48551387618176;0.0;0.0;0.0
espumoso;4307500;3;3;0;98;6;8;6;0;53;12;5;6;0;0;3;-28.7286;-52.8461;15556;15541;15330;15159;15129;15302;15485;15630;15666;15701;15647;15694;19.115585574104752;19.115585574104752;0.0;624.442462087422;38.231171148209505;50.97489486427934;38.231171148209505;0.0;337.70867847585066;76.46234229641901;31.85930929017459;38.231171148209505;0.0;0.0;19.115585574104752
estacao;4307559;0;0;0;31;1;1;2;0;31;3;14;6;0;0;3;-27.91349999999;-52.2635;6129;6118;6060;6052;6058;6166;6150;6224;6291;6419;6366;6220;0.0;0.0;0.0;498.39228295819936;16.077170418006432;16.077170418006432;32.154340836012864;0.0;498.39228295819936;48.23151125401929;225.08038585209002;96.46302250803858;0.0;0.0;48.23151125401929
estancia velha;4307609;1;1;0;477;3;25;66;17;196;9;53;22;0;0;3;-29.6535;-51.1843;43460;43939;44717;45659;46372;46923;47502;48191;49117;49421;49511;49776;2.0090003214400514;2.0090003214400514;0.0;958.2931533269044;6.0270009643201545;50.22500803600129;132.5940212150434;34.15300546448088;393.76406300225005;18.081002892960463;106.47701703632272;44.19800707168113;0.0;0.0;6.0270009643201545
esteio;4307708;9;10;0;1155;0;85;266;31;917;20;96;119;0;0;11;-29.852;-51.1841;82439;81482;81762;81993;81918;82477;83083;84048;84509;85569;86236;86429;10.413171504934686;11.57019056103854;0.0;1336.3570097999516;0.0;98.34661976882761;307.7670689236252;35.86759073921947;1060.986474447234;23.14038112207708;111.07382938596999;137.68526767635865;0.0;0.0;12.727209617142393
estrela;4307807;5;5;0;239;2;13;14;4;244;12;92;38;0;2;9;-29.5016;-51.9605;31235;31365;31727;32003;32417;33127;33448;34030;34277;34774;35199;35831;13.954397030504312;13.954397030504312;0.0;667.0201780581061;5.581758812201725;36.28143227931121;39.072311685412075;11.16351762440345;680.9745750886104;33.49055287321035;256.7609053612793;106.05341743183277;0.0;5.581758812201725;25.117914654907757
estrela velha;4307815;0;0;0;21;1;0;0;0;12;2;1;0;0;0;0;-29.17129999999;-53.16389999999;3705;3632;3589;3545;3534;3600;3581;3592;3544;3522;3506;3469;0.0;0.0;0.0;605.3617757278754;28.826751225136928;0.0;0.0;0.0;345.9210147016431;57.653502450273855;28.826751225136928;0.0;0.0;0.0;0.0
eugenio de castro;4307831;0;0;0;8;1;0;0;0;5;4;2;2;0;0;0;-28.5315;-54.15059999999;2849;2761;2735;2767;2797;2798;2767;2760;2752;2759;2745;2723;0.0;0.0;0.0;293.7936099889827;36.72420124862284;0.0;0.0;0.0;183.6210062431142;146.89680499449136;73.44840249724568;73.44840249724568;0.0;0.0;0.0
fagundes varela;4307864;0;0;0;5;0;1;0;0;4;1;1;0;0;0;0;-28.8794;-51.7014;2626;2650;2683;2667;2668;2659;2694;2716;2772;2766;2736;2710;0.0;0.0;0.0;184.50184501845018;0.0;36.90036900369004;0.0;0.0;147.60147601476015;36.90036900369004;36.90036900369004;0.0;0.0;0.0;0.0
farroupilha;4307906;13;13;0;508;5;64;60;26;791;42;71;122;0;0;15;-29.2227;-51.3419;64909;65042;66118;66823;67892;68457;69034;69598;70485;71608;72214;72410;17.953321364452425;17.953321364452425;0.0;701.560557933987;6.905123601712471;88.38558210191962;82.86148322054964;35.90664272890485;1092.390553790913;58.003038254384755;98.05275514431708;168.48501588178428;0.0;0.0;20.71537080513741
faxinal do soturno;4308003;2;2;0;54;1;0;2;0;33;7;2;4;0;0;2;-29.5788;-53.44839999999;6802;6870;6844;6782;6677;6671;6680;6712;6705;6798;6896;7066;28.30455703368242;28.30455703368242;0.0;764.2230399094254;14.15227851684121;0.0;28.30455703368242;0.0;467.02519105576;99.06594961788848;28.30455703368242;56.60911406736484;0.0;0.0;28.30455703368242
faxinalzinho;4308052;1;1;0;12;2;1;0;0;5;4;1;1;0;0;1;-27.4238;-52.67889999999;2617;2575;2590;2602;2657;2693;2667;2650;2588;2607;2553;2578;38.78975950349108;38.78975950349108;0.0;465.47711404189295;77.57951900698215;38.78975950349108;0.0;0.0;193.94879751745538;155.1590380139643;38.78975950349108;38.78975950349108;0.0;0.0;38.78975950349108
fazenda vila nova;4308078;1;1;0;45;4;2;1;0;27;1;11;6;0;0;1;-29.5885;-51.8217;3775;3842;3959;4021;4155;4251;4344;4373;4400;4474;4482;4570;21.88183807439825;21.88183807439825;0.0;984.6827133479213;87.527352297593;43.7636761487965;21.88183807439825;0.0;590.8096280087527;21.88183807439825;240.70021881838076;131.2910284463895;0.0;0.0;21.88183807439825
feliz;4308102;0;0;0;86;2;7;4;0;137;2;36;16;0;0;0;-29.4527;-51.30319999999;12597;12876;13095;13182;13371;13503;13642;13692;13914;14095;14333;14501;0.0;0.0;0.0;593.0625474105234;13.792152265361008;48.27253292876353;27.584304530722015;0.0;944.7624301772291;13.792152265361008;248.25874077649817;110.33721812288806;0.0;0.0;0.0
flores da cunha;4308201;3;5;0;178;6;29;14;3;277;13;20;20;0;0;5;-29.02619999999;-51.1875;27668;27825;28294;28578;29021;29352;29825;30095;30843;31402;31864;32121;9.33968431867003;15.566140531116714;0.0;554.154602907755;18.67936863734006;90.28361508047695;43.5851934871268;9.33968431867003;862.364185423866;40.471965380903455;62.264562124466856;62.264562124466856;0.0;0.0;15.566140531116714
floriano peixoto;4308250;0;0;0;5;1;0;0;0;9;0;0;0;0;0;0;-27.8614;-52.08379999999;2054;1992;1971;1935;1885;1850;1848;1861;1845;1826;1781;1759;0.0;0.0;0.0;284.25241614553727;56.85048322910745;0.0;0.0;0.0;511.654349061967;0.0;0.0;0.0;0.0;0.0;0.0
fontoura xavier;4308300;0;0;0;83;10;5;3;0;12;8;10;0;0;0;0;-28.9816;-52.34449999999;10948;10999;10896;10627;10511;10488;10522;10307;10253;10179;10130;10093;0.0;0.0;0.0;822.3521252353116;99.07856930545924;49.53928465272962;29.723570791637766;0.0;118.89428316655106;79.26285544436737;99.07856930545924;0.0;0.0;0.0;0.0
formigueiro;4308409;1;1;0;67;14;1;2;0;37;7;2;9;0;0;1;-30.00349999999;-53.49589999999;7154;7060;6972;6950;6928;6938;6996;7065;7048;7164;7199;7269;13.757050488375292;13.757050488375292;0.0;921.7223827211445;192.5987068372541;13.757050488375292;27.514100976750584;0.0;509.01086806988576;96.29935341862705;27.514100976750584;123.81345439537762;0.0;0.0;13.757050488375292
forquetinha;4308433;0;0;0;17;2;1;0;0;11;1;1;0;0;0;0;-29.3792;-52.0917;2522;2527;2504;2516;2500;2519;2526;2502;2530;2523;2560;2562;0.0;0.0;0.0;663.5441061670571;78.06401249024199;39.032006245120996;0.0;0.0;429.35206869633106;39.032006245120996;39.032006245120996;0.0;0.0;0.0;0.0
fortaleza dos valos;4308458;0;0;0;44;2;3;1;0;34;1;0;0;0;0;0;-28.7986;-53.22489999999;4665;4663;4623;4604;4602;4593;4579;4590;4591;4640;4617;4645;0.0;0.0;0.0;947.2551130247577;43.05705059203445;64.58557588805166;21.528525296017225;0.0;731.9698600645855;21.528525296017225;0.0;0.0;0.0;0.0;0.0
frederico westphalen;4308508;3;3;0;207;10;15;9;1;233;17;139;47;0;0;3;-27.35859999999;-53.3958;29429;29602;29747;30081;30553;31133;31444;31694;32360;33083;33674;34251;8.758868354208637;8.758868354208637;0.0;604.3619164403959;29.19622784736212;43.794341771043186;26.276605062625908;2.9196227847362124;680.2721088435374;49.633587340515604;405.8275670783335;137.22227088260198;0.0;0.0;8.758868354208637
garibaldi;4308607;4;4;0;189;2;18;20;6;203;12;48;14;0;0;6;-29.259;-51.5352;31285;31428;31642;32091;32678;33421;34141;34648;35067;35359;35880;36433;10.979057447918096;10.979057447918096;0.0;518.7604644141301;5.489528723959048;49.40575851563143;54.89528723959047;16.468586171877146;557.1871654818434;32.93717234375429;131.74868937501716;38.42670106771334;0.0;0.0;16.468586171877146
garruchos;4308656;0;0;0;22;16;2;0;0;4;2;0;0;0;0;0;-28.1944;-55.6383;3302;3330;3296;3174;3060;2944;2939;2906;2940;2976;2907;2924;0.0;0.0;0.0;752.3939808481532;547.1956224350205;68.39945280437756;0.0;0.0;136.79890560875512;68.39945280437756;0.0;0.0;0.0;0.0;0.0
gaurama;4308706;1;1;0;34;0;0;0;0;32;2;2;2;0;0;1;-27.58559999999;-52.0915;5977;5885;5881;5854;5871;5843;5833;5797;5716;5742;5748;5850;17.094017094017094;17.094017094017094;0.0;581.1965811965812;0.0;0.0;0.0;0.0;547.008547008547;34.18803418803419;34.18803418803419;34.18803418803419;0.0;0.0;17.094017094017094
general camara;4308805;0;0;0;103;17;2;3;0;28;4;19;5;0;0;0;-29.90319999999;-51.7612;8622;8615;8577;8558;8483;8557;8549;8542;8424;8426;8386;8381;0.0;0.0;0.0;1228.9702899415345;202.83975659229208;23.863500775563775;35.79525116334566;0.0;334.08901085789284;47.72700155112755;226.70325736785585;59.65875193890943;0.0;0.0;0.0
gentil;4308854;0;0;0;21;3;0;3;1;9;5;1;1;0;0;0;-28.4316;-52.0337;1712;1753;1785;1861;1911;1948;1964;1948;1927;1873;1906;1938;0.0;0.0;0.0;1083.59133126935;154.79876160990713;0.0;154.79876160990713;51.59958720330237;464.39628482972137;257.99793601651186;51.59958720330237;51.59958720330237;0.0;0.0;0.0
getulio vargas;4308904;3;3;0;98;0;6;5;0;135;4;65;42;0;0;4;-27.8911;-52.22939999999;16473;16466;16884;16869;16946;16920;17165;17240;17340;17308;17313;17647;17.000056666855556;17.000056666855556;0.0;555.3351844506147;0.0;34.00011333371111;28.33342777809259;0.0;765.0025500085;22.666742222474074;368.3345611152037;238.0007933359778;0.0;0.0;22.666742222474074
girua;4309001;1;1;0;118;6;5;10;0;37;11;33;14;0;0;1;-28.02969999999;-54.3517;17422;17157;17030;16781;16669;16484;16429;16382;16206;16172;16172;16249;6.154224875376947;6.154224875376947;0.0;726.1985352944797;36.925349252261675;30.77112437688473;61.54224875376946;0.0;227.706320388947;67.69647362914641;203.08942088743922;86.15914825527724;0.0;0.0;6.154224875376947
glorinha;4309050;3;4;0;67;10;2;6;2;49;4;12;10;0;0;4;-29.87979999999;-50.7734;7030;7138;7216;7294;7347;7482;7553;7766;7839;7951;7908;8047;37.28097427612775;49.70796570150367;0.0;832.6084255001864;124.26991425375917;24.853982850751834;74.5619485522555;24.853982850751834;608.92257984342;49.70796570150367;149.123897104511;124.26991425375917;0.0;0.0;49.70796570150367
gramado;4309100;4;4;0;523;2;19;14;3;560;23;253;81;0;0;4;-29.3733;-50.87619999999;32940;33352;33876;34359;34985;35792;36399;37225;37848;38736;39373;39621;10.095656343858055;10.095656343858055;0.0;1320.0070669594406;5.047828171929027;47.95436763332576;35.33479720350319;7.571742257893541;1413.3918881401278;58.05002397718382;638.550263749022;204.4370409631256;0.0;0.0;10.095656343858055
gramado dos loureiros;4309126;0;0;0;14;4;1;0;1;4;3;0;2;0;0;0;-27.4429;-52.9149;2316;2339;2342;2306;2314;2328;2385;2406;2467;2515;2553;2541;0.0;0.0;0.0;550.9641873278237;157.41833923652104;39.35458480913026;0.0;39.35458480913026;157.41833923652104;118.06375442739079;0.0;78.70916961826052;0.0;0.0;0.0
gramado xavier;4309159;1;1;0;15;2;2;0;0;17;1;2;1;0;0;1;-29.2706;-52.5795;4060;3983;3897;3868;3840;3887;3917;3969;4019;4050;4015;3941;25.374270489723422;25.374270489723422;0.0;380.61405734585134;50.748540979446844;50.748540979446844;0.0;0.0;431.36259832529817;25.374270489723422;50.748540979446844;25.374270489723422;0.0;0.0;25.374270489723422
gravatai;4309209;22;25;0;2386;27;254;998;124;2454;102;189;276;0;0;28;-29.94129999999;-50.98689999999;261144;263021;265681;268893;270678;272789;274781;276699;277273;277905;277486;277949;7.915121119342038;8.994455817434133;0.0;858.4308632159136;9.714012282828865;91.3836711051308;359.05867623197065;44.6125008544733;882.8957830393347;36.697379735131264;67.99808597980206;99.29879222447283;0.0;0.0;10.07379051552623
guabiju;4309258;0;0;0;4;0;0;0;1;4;0;1;0;0;0;0;-28.5421;-51.6948;1628;1597;1558;1539;1556;1589;1615;1629;1600;1607;1550;1568;0.0;0.0;0.0;255.1020408163265;0.0;0.0;0.0;63.77551020408163;255.1020408163265;0.0;63.77551020408163;0.0;0.0;0.0;0.0
guaiba;4309308;7;8;0;632;12;29;205;14;465;38;298;96;0;0;10;-30.10859999999;-51.3233;97225;97792;99019;99615;99945;100109;100536;100963;100677;100072;99226;99202;7.056309348601843;8.064353541259248;0.0;637.0839297594807;12.096530311888873;29.233281587064777;206.64905949476824;14.112618697203686;468.7405495856938;38.305679320981426;300.39716941190704;96.77224249511099;0.0;0.0;10.08044192657406
guapore;4309407;11;11;0;110;7;10;8;3;233;32;95;49;0;0;19;-28.8399;-51.88949999999;23265;23532;23990;24221;24792;25008;25403;25676;26121;26547;27042;27455;40.06556182844655;40.06556182844655;0.0;400.6556182844655;25.49626661810235;36.4232380258605;29.1385904206884;10.92697140775815;848.6614460025497;116.5543616827536;346.02076124567475;178.47386632671643;0.0;0.0;69.20415224913495
guarani das missoes;4309506;3;3;0;73;2;3;1;0;39;6;2;4;0;0;4;-28.1491;-54.56289999999;8278;8253;8373;8351;8258;8081;8082;8075;8044;7920;7877;7932;37.821482602118;37.821482602118;0.0;920.3227433182047;25.214321734745337;37.821482602118;12.607160867372668;0.0;491.6792738275341;75.642965204236;25.214321734745337;50.42864346949067;0.0;0.0;50.42864346949067
harmonia;4309555;0;0;0;12;0;2;0;0;27;1;5;2;0;0;0;-29.5456;-51.4185;4336;4384;4483;4677;4745;4767;4832;4839;4922;5007;5132;5292;0.0;0.0;0.0;226.75736961451247;0.0;37.79289493575208;0.0;0.0;510.204081632653;18.89644746787604;94.4822373393802;37.79289493575208;0.0;0.0;0.0
herval;4307104;1;2;0;64;26;0;5;0;36;3;10;0;0;0;2;-32.024;-53.39439999999;6899;6825;6691;6497;6557;6482;6574;6557;6647;6631;6595;6625;15.09433962264151;30.18867924528302;0.0;966.0377358490566;392.45283018867923;0.0;75.47169811320754;0.0;543.3962264150944;45.283018867924525;150.94339622641508;0.0;0.0;0.0;30.18867924528302
herveiras;4309571;0;0;0;13;0;1;1;0;17;0;1;1;0;0;0;-29.4552;-52.65529999999;3017;3047;3016;2978;2891;2847;2873;2858;2903;2944;2983;2969;0.0;0.0;0.0;437.8578646008757;0.0;33.68137420006736;33.68137420006736;0.0;572.5833614011451;0.0;33.68137420006736;33.68137420006736;0.0;0.0;0.0
horizontina;4309605;1;1;1;190;1;5;7;1;108;13;30;15;1;0;2;-27.6282;-54.3053;18714;18566;18378;18511;18689;19082;19195;19620;19681;20014;20010;20253;4.937540117513455;4.937540117513455;4.937540117513455;938.1326223275563;4.937540117513455;24.68770058756727;34.562780822594185;4.937540117513455;533.2543326914531;64.18802152767492;148.12620352540364;74.06310176270182;4.937540117513455;0.0;9.87508023502691
hulha negra;4309654;0;0;0;32;9;0;2;2;24;4;1;3;0;0;0;-31.4067;-53.8667;6183;6148;6069;5976;5974;5983;6084;6154;6112;5969;5818;5857;0.0;0.0;0.0;546.3547891411986;153.66228444596211;0.0;34.14717432132491;34.14717432132491;409.766091855899;68.29434864264982;17.073587160662456;51.220761481987374;0.0;0.0;0.0
humaita;4309704;1;1;0;22;0;3;1;0;19;3;3;1;0;0;1;-27.56909999999;-53.96949999999;5014;4998;4975;4980;4961;4963;4944;5015;4968;5010;4973;5025;19.90049751243781;19.90049751243781;0.0;437.8109452736319;0.0;59.701492537313435;19.90049751243781;0.0;378.1094527363184;59.701492537313435;59.701492537313435;19.90049751243781;0.0;0.0;19.90049751243781
ibarama;4309753;0;0;0;27;2;3;0;0;8;1;0;1;0;0;0;-29.4203;-53.1295;4466;4411;4334;4281;4239;4250;4310;4293;4327;4235;4216;4132;0.0;0.0;0.0;653.4365924491772;48.4027105517909;72.60406582768636;0.0;0.0;193.6108422071636;24.20135527589545;0.0;24.20135527589545;0.0;0.0;0.0
ibiaca;4309803;0;0;0;32;1;3;0;0;15;4;0;0;0;0;0;-28.0566;-51.8599;4800;4858;4851;4870;4844;4897;4822;4810;4809;4888;4933;4931;0.0;0.0;0.0;648.9555871020077;20.27986209693774;60.839586290813216;0.0;0.0;304.1979314540661;81.11944838775096;0.0;0.0;0.0;0.0;0.0
ibiraiaras;4309902;0;0;0;37;6;3;2;0;19;9;3;2;0;0;0;-28.37409999999;-51.6377;7320;7601;8016;8373;8343;8294;8259;8289;8298;8285;8182;8104;0.0;0.0;0.0;456.56465942744325;74.03751233958539;37.018756169792695;24.679170779861796;0.0;234.45212240868707;111.05626850937809;37.018756169792695;24.679170779861796;0.0;0.0;0.0
ibirapuita;4309951;1;1;1;13;4;1;0;0;13;7;4;2;1;0;2;-28.6247;-52.51579999999;4148;4149;4165;4147;4072;4046;3977;3969;3968;4007;3976;3974;25.163563160543532;25.163563160543532;25.163563160543532;327.12632108706595;100.65425264217413;25.163563160543532;0.0;0.0;327.12632108706595;176.14494212380473;100.65425264217413;50.327126321087064;25.163563160543532;0.0;50.327126321087064
ibiruba;4310009;3;3;0;118;12;7;13;3;161;13;44;41;0;0;3;-28.63019999999;-53.0961;19694;19621;19855;20168;20440;20619;20650;21000;21257;21750;22046;22457;13.358863606002583;13.358863606002583;0.0;525.4486351694349;53.43545442401033;31.17068174733936;57.88840895934453;13.358863606002583;716.9256801888054;57.88840895934453;195.92999955470452;182.57113594870196;0.0;0.0;13.358863606002583
igrejinha;4310108;2;2;0;321;3;17;21;2;133;9;82;30;0;0;2;-29.56929999999;-50.79189999999;32329;32620;33097;33234;33343;33466;33646;34254;34909;35603;36352;36922;5.41682465738584;5.41682465738584;0.0;869.4003575104274;8.12523698607876;46.04300958777964;56.87665890255132;5.41682465738584;360.2188397161584;24.375710958236283;222.08981095281945;81.25236986078761;0.0;0.0;5.41682465738584
ijui;4310207;9;10;0;874;7;49;50;3;601;45;217;181;0;0;12;-28.3881;-53.92;80514;81748;82822;83907;84749;85596;86619;87585;88467;88301;88879;89067;10.104752601973795;11.227502891081995;0.0;981.2837526805663;7.859252023757397;55.014764166301774;56.13751445540997;3.368250867324598;674.7729237540278;50.52376300986898;243.63681273647927;203.2178023285841;0.0;0.0;13.473003469298392
ilopolis;4310306;1;1;0;22;1;0;1;1;8;2;8;0;0;0;1;-28.9282;-52.12579999999;4185;4202;4182;4054;4033;4040;4153;4252;4264;4269;4195;4168;23.99232245681382;23.99232245681382;0.0;527.831094049904;23.99232245681382;0.0;23.99232245681382;23.99232245681382;191.93857965451056;47.98464491362764;191.93857965451056;0.0;0.0;0.0;23.99232245681382
imbe;4310330;6;9;0;625;6;26;63;7;389;16;100;73;0;0;9;-29.9753;-50.1281;18048;18485;19009;19538;20212;20979;21626;22329;23050;23728;24487;25056;23.946360153256705;35.91954022988506;0.0;2494.41251596424;23.946360153256705;103.7675606641124;251.4367816091954;27.93742017879949;1552.522349936143;63.85696040868455;399.1060025542784;291.3473818646233;0.0;0.0;35.91954022988506
imigrante;4310363;0;0;0;13;0;0;0;1;13;2;1;1;0;0;0;-29.3508;-51.7747;3081;3096;3164;3221;3230;3224;3202;3249;3317;3403;3454;3490;0.0;0.0;0.0;372.4928366762178;0.0;0.0;0.0;28.653295128939828;372.4928366762178;57.306590257879655;28.653295128939828;28.653295128939828;0.0;0.0;0.0
independencia;4310405;0;0;0;44;6;0;0;0;19;3;9;2;0;0;0;-27.8354;-54.1886;6755;6812;6803;6972;6987;6883;6834;6852;6918;6853;6719;6665;0.0;0.0;0.0;660.1650412603151;90.0225056264066;0.0;0.0;0.0;285.0712678169542;45.0112528132033;135.0337584396099;30.00750187546887;0.0;0.0;0.0
inhacora;4310413;0;0;0;19;0;0;1;0;6;3;4;2;0;0;0;-27.8752;-54.015;2310;2353;2346;2341;2361;2336;2298;2234;2246;2302;2308;2294;0.0;0.0;0.0;828.2476024411508;0.0;0.0;43.59197907585005;0.0;261.5518744551003;130.77593722755014;174.3679163034002;87.1839581517001;0.0;0.0;0.0
